sheet,slot,id,pair,strategy,side,entry_pct,step,orders,size,max_size,mult,target,tp,profit,realized,unrealized,volume,note
2026-06-28/022,4,4987837914,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.01,1.1,0.33,0,-4476.14,1969.63,-6445.78,1454812,ФОРВАРД max0.01 МИНУС
2026-06-28/015,1,5059273738,ETHUSDT,DYNAMIC,Auto,,0.1,400,0.01,0.1,1.1,0.89,90,594.62,596.94,-2.32,491613,ФОРВАРД ETH Stopped
2026-06-28/015,2,6118801057,ETHUSDT,DYNAMIC,Auto,,0.2,300,0.01,0.1,1.1,0.79,80,1240.82,1250.12,-9.31,514610,база ETH Stopped
2026-06-28/015,3,5174021258,ETHUSDT,DYNAMIC,Auto,,0.1,400,0.01,0.1,1.1,0.89,90,2636.68,2639.27,-2.59,984982,база ETH Stopped
2026-06-28/015,4,5379594902,ETHUSDT,DYNAMIC,Auto,,0.1,400,0.01,0.1,1.1,0.89,90,2797.84,2799.86,-2.02,1119985,база ETH Stopped
2026-06-28/025,1,4404830411,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.01,1.1,0.29,0,-4104.83,1444.79,-5549.62,1264149,ФОРВАРД max0.01 Finished
2026-06-28/025,2,5094528217,BTCUSDT,DYNAMIC,Auto,,0.2,200,0.005,0.01,1.1,0.29,0,-3900.29,1733.46,-5633.75,1483098,ФОРВАРД max0.01 Stopped
2026-06-28/025,3,4762368323,BTCUSDT,DYNAMIC,Auto,,0.2,200,0.005,0.01,1.1,0.29,0,1072.92,4368.07,-3295.15,3996613,база max0.01 Stopped
2026-06-28/025,4,5885678912,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.01,1.1,0.29,0,1399.96,3776.13,-2376.17,3447570,база max0.01 Stopped
2026-05-12/008,1,4878424625,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,25,12696.21,14426.85,-1730.64,51859664,
2026-05-12/008,2,5402572432,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,25,15824.73,17888.87,-2064.15,68085696,
2026-05-12/008,3,6136844491,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,25,15310.53,17327.18,-2016.65,66939958,
2026-05-12/008,4,6088337501,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,25,17053.32,19043.57,-1990.24,67042744,
2026-05-12/012,1,5308059010,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.1,0.25,25,-6554.82,6150.89,-12705.71,14549033,вход 0.3 мешок -12706
2026-05-12/012,2,5364299273,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.1,0.25,25,1870.26,3855.27,-1985.01,14668493,вход 0.3 но выжил
2026-05-12/012,3,4936273214,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,0.003,1.1,0.25,25,2727.74,2727.74,0,9793604,вход 1.0 мешок ноль
2026-05-12/012,4,4397722182,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.1,0.25,25,-6631.81,6073.90,-12705.71,14576256,вход 0.3 мешок -12706
2026-05-12/054,1,5424006086,BTCUSD-инв,INDICATOR,Long,-0.3,0.04,5000,100,300,1.3,1.0,0,0.27285,0.27284,0.0000002,3971600,
2026-05-12/054,2,6067821317,BTCUSD-инв,INDICATOR,Long,-0.3,0.03,5000,100,300,1.3,1.0,0,0.38082,0.38087,-0.0000495,5516400,
2026-05-21/014,1,4590472102,BTCUSD-инв,INDICATOR,Long,-1.5,0.04,5000,100,300,1.3,0.29,0,-0.24729,0.11838,-0.36567,9341700,СЛИВ ЛОНГА -15600$ форма как у оператора
2026-05-21/014,2,6179023837,BTCUSD-инв,INDICATOR,Long,-1.5,0.04,5000,100,300,1.3,0.29,50,-0.24738,0.11826,-0.36567,9342300,СЛИВ ЛОНГА
2026-05-21/014,3,5117254142,BTCUSD-инв,INDICATOR,Long,-1.5,0.04,5000,100,100,1.3,0.29,50,-0.08230,0.03945,-0.12175,3117400,max100 - втрое меньше урона
2026-05-21/014,4,6289127562,BTCUSD-инв,INDICATOR,Long,-1.5,0.04,5000,100,300,1.3,0.29,30,-0.24686,0.11832,-0.35518,9340800,СЛИВ ЛОНГА
2026-05-21/010,1,5736638594,BTCUSD-инв,INDICATOR,Long,-1.4,0.02,5000,100,100,1.2,0.24,0,0.12005,0.12008,-0.0000261,8699800,окно до 05.05
2026-05-21/010,2,4842210829,BTCUSD-инв,INDICATOR,Long,-1.4,0.04,5000,100,300,1.3,0.33,0,0.20571,0.20574,-0.0000240,10128200,окно до 05.05
2026-05-21/010,3,4790174432,BTCUSD-инв,INDICATOR,Long,-1.4,0.04,5000,100,300,1.3,0.48,0,0.23228,0.23229,-0.0000102,7358900,окно до 05.05
2026-05-21/010,4,4562910346,BTCUSD-инв,INDICATOR,Long,-1.4,0.04,5000,100,300,1.3,0.29,0,0.19423,0.19426,-0.0000334,11218100,ЦЕЛЕВОЙ 0.29 но В ПЛЮСЕ - окно до 05.05
2026-05-18/002,1,5906037284,BTCUSD-инв,INDICATOR,Long,-0.4,0.02,5000,100,,,0.13,3,0.07666,0.07673,-0.0000834,12488200,Finished
2026-05-18/002,3,4349798286,BTCUSD-инв,INDICATOR,Long,-0.3,0.015,5000,100,,,0.13,3,0.10189,0.10192,-0.0000289,16381900,Finished
2026-05-18/002,4,6353165379,BTCUSD-инв,INDICATOR,Long,-0.3,0.01,5000,100,,,0.13,3,0.14943,0.14954,-0.000156,23883300,шаг 0.01 лучший лонг этого дня
2026-05-18/018,1,6099885504,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.003,1.3,0.13,6,2040.30,2040.30,0,16534231,Finished
2026-05-18/018,2,4997310838,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.003,1.3,0.13,11,2156.06,2156.06,0,24882862,Finished
2026-05-18/018,3,4688367183,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.003,1.3,0.13,12,2208.23,2208.23,0,26003690,Finished
2026-05-20/001,1,5421240249,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,0.3,60,3665.47,3665.54,-0.08,5513573,
2026-05-20/001,2,6023604988,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,0.3,60,-55367.74,6915.97,-62283.72,6393566,ХУДШИЙ ПРОГОН АРХИВА поза -50.42 ETH другое окно
2026-05-20/001,3,5412720377,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,0.3,60,3724.73,3724.81,-0.08,5516345,
2026-05-20/001,4,5829863032,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,0.3,60,-55033.45,6915.94,-61948.59,6394766,поза -50.24 ETH другое окно
2026-05-20/009,1,5712169933,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,1.9,0.3,60,1188.07,1261.54,-73.47,2295176,
2026-05-20/009,2,4639917221,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,1.3,0.3,60,1312.44,1375.97,-63.52,2161781,
2026-05-20/009,3,6316531096,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,1.9,0.3,60,1359.39,1437.29,-77.90,2256603,
2026-05-20/009,4,5782629851,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,1.3,0.3,60,1311.28,1374.88,-63.60,2190152,
2026-06-04/005,1,5701484141,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,-4234.13,781.15,-5015.29,853665,ЯНВ-МАРТ 2026 Finished
2026-06-04/005,2,5580573465,BTCUSDT,DYNAMIC,Auto,,0.5,25,0.01,0.2,1.08,0.5,100,-7789.08,2341.31,-10130.39,1460505,ЯНВ-МАРТ maxQ0.2 Stopped
2026-06-04/005,3,5460707099,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,409.04,452.49,-43.45,3716774,ЯНВ-МАРТ Stopped стоп-100
2026-06-04/005,4,5915274983,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,590.20,611.05,-20.85,3795049,ЯНВ-МАРТ Finished стоп-100
2026-06-04/015,1,5599570993,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,150,1947.48,1953.15,-5.67,4507101,ЯНВ-АПР Stopped
2026-06-04/015,2,5863504044,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,150,4279.37,4580.46,-301.09,4200980,база 05.02-05.05 Stopped
2026-06-04/015,3,6135535754,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,150,1941.80,1948.45,-6.65,4419458,ЯНВ-АПР Stopped
2026-06-04/015,4,4593657572,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,200,2099.03,2311.82,-212.78,4496578,ЯНВ-АПР Finished
2026-06-04/025,1,4453156332,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,300,2304.38,3082.49,-778.11,2104552,МАЙ-ИЮЛЬ 2025 Finished
2026-06-04/025,2,4333470215,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,421.04,1877.79,-1456.76,3168000,МАЙ-ИЮЛЬ 2025 Finished тейк 50
2026-06-04/025,3,5846439897,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,300,2362.41,3117.63,-755.22,2162679,МАЙ-ИЮЛЬ 2025 Finished
2026-06-04/025,4,4857323288,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,300,2687.71,2705.20,-17.49,2067131,МАЙ-ИЮЛЬ 2025 Stopped
2026-06-28/005,1,6205548207,ETHUSDT,DYNAMIC,Auto,,0.1,500,0.01,0.2,1.1,0.4,70,1052.02,1052.02,0,0,база ETH Stopped
2026-06-28/005,2,5992693352,ETHUSDT,DYNAMIC,Auto,,0.2,500,0.01,0.1,1.1,0.59,45,1000.59,1002.31,-1.72,588482,база ETH Finished
2026-06-28/005,3,4866383200,ETHUSDT,DYNAMIC,Auto,,0.1,500,0.01,0.1,1.1,0.59,40,1128.43,1128.43,0,624179,база ETH Stopped
2026-06-28/005,4,4727862508,ETHUSDT,DYNAMIC,Auto,,0.2,500,0.01,0.1,1.1,0.59,65,998.41,1004.82,-6.41,0,база ETH Stopped
2026-06-28/048,1,4791676836,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.49,0,1072.05,1072.05,0,489926,ФОРВАРД якорь Вина 1072 - ЯМА -12000 потом флаш
2026-06-28/048,2,6394032443,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.44,0,921.70,921.70,0,501158,ФОРВАРД якорь Вина 922
2026-05-12/016,1,5459212217,BTCUSDT,INDICATOR,Short,0.8,0.02,5000,0.001,0.003,1.3,0.21,15,551.81,2696.52,-2144.71,13291041,
2026-05-12/016,2,5113158403,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.2,0.25,15,2767.09,2850.24,-83.14,12080718,
2026-05-12/016,3,6008708029,BTCUSDT,INDICATOR,Short,0.8,0.02,5000,0.001,0.003,1.3,0.21,15,597.91,2732.98,-2135.07,13400204,
2026-05-12/042,1,5501268794,BTCUSD-инв,INDICATOR,Long,-1.3,0.04,5000,100,200,1.3,0.35,35,0.14372,0.14375,-0.0000345,6695100,
2026-05-12/042,2,6179773960,BTCUSD-инв,INDICATOR,Long,-1.1,0.04,5000,100,200,1.3,0.35,35,0.14017,0.14020,-0.0000375,6526100,
2026-05-12/042,4,5954328659,BTCUSD-инв,INDICATOR,Long,-1.3,0.04,5000,100,200,1.3,0.35,50,0.14359,0.14363,-0.0000345,6693100,
2026-05-19/043,1,5152872625,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,0.3,60,2391.26,2391.26,0,3611308,мешок ноль
2026-05-19/015,2,5682742938,ETHUSDT,INDICATOR,Short,0.7,0.5,5000,0.01,0.05,1.04,0.24,20,112.27,124.72,-12.45,236812,шаг 0.5 мелкий оборот
2026-05-19/015,3,4627627157,ETHUSDT,INDICATOR,Short,0.9,0.5,5000,0.01,0.05,1.04,0.24,20,111.40,124.87,-13.47,235552,
2026-05-19/015,4,5205308648,ETHUSDT,INDICATOR,Short,1.2,0.5,5000,0.01,0.05,1.04,0.24,20,111.46,125.02,-13.56,233347,
2026-06-28/046,1,4597508371,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.69,0,-9287.63,320.91,-9608.54,203827,ФОРВАРД якорь Вина -9287 обрыв
2026-06-28/046,2,5234319055,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.67,0,-9269.66,328.62,-9598.28,210053,ФОРВАРД якорь Вина -9269 обрыв
2026-06-28/046,3,6287789295,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.33,0,2553.20,2553.11,0.09,1900525,база якорь Вина 2553
2026-06-28/046,4,5578561813,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.31,0,2426.07,2425.99,0.09,1925068,база якорь Вина 2426
2026-05-19/001,1,6382932165,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.003,1.3,0.13,12,1745.24,2202.29,-457.05,22565907,окно 10.02-10.05
2026-05-19/001,2,5578080396,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.003,1.3,0.13,12,2280.57,2280.57,0,20393196,окно 10.02-10.05 мешок ноль
2026-05-19/001,3,4830442837,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.003,1.3,0.13,12,1577.15,2032.39,-455.23,24182833,
2026-05-19/001,4,6065904845,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.003,1.3,0.13,12,2327.07,2327.07,0,18585217,мешок ноль
2026-05-19/025,1,5356613887,ETHUSDT,INDICATOR,Short,1.8,0.1,5000,0.01,0.06,1.8,0.24,20,1121.29,1121.29,0,1898109,мешок ноль
2026-05-19/025,2,4497448995,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.8,0.24,20,1490.73,1517.38,-26.65,2502334,
2026-05-19/025,3,5856725923,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.07,1.8,0.24,20,1189.95,1220.57,-30.62,2962020,
2026-05-19/025,4,4509118805,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.08,1.8,0.24,20,1387.35,1425.73,-38.37,3176160,
2026-05-12/022,1,5495826089,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.45,99,1662.23,1662.23,0,1784096,мешок ноль
2026-05-12/022,2,5889389275,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.3,0.21,12,1458.57,3002.55,-1543.98,13935468,
2026-05-12/022,3,5958707530,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.45,99,1661.98,1661.98,0,1756440,мешок ноль
2026-05-12/022,4,4409647919,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.3,0.21,12,2222.89,2311.78,-88.89,13879357,
2026-05-12/048,1,4469676762,BTCUSD-инв,INDICATOR,Long,-0.7,0.04,5000,100,300,1.3,1.0,0,0.26900,0.26903,-0.0000214,4388400,
2026-05-12/048,2,6090243515,BTCUSD-инв,INDICATOR,Long,-0.7,0.05,5000,100,300,1.3,1.0,0,0.21340,0.21344,-0.0000418,3490000,
2026-05-12/048,3,4545416242,BTCUSD-инв,INDICATOR,Long,-1.5,0.04,5000,100,300,1.3,1.0,0,0.28034,0.28034,-0.0000270,4075700,вход -1.5 но целевой 1.0 - В ПЛЮСЕ
2026-05-12/048,4,5354355802,BTCUSD-инв,INDICATOR,Long,-1.0,0.04,5000,100,300,1.3,0.8,50,0.22908,0.22915,-0.0000754,8976400,
2026-06-28/001,2,6376139502,ETHUSDT,DYNAMIC,Auto,,0.5,500,0.1,0.5,1.1,0.6,50,1859.32,1860.35,-1.04,1207248,база ETH Stopped
2026-06-28/001,3,5405683203,ETHUSDT,DYNAMIC,Auto,,0.3,500,0.1,0.5,1.1,0.4,50,2905.69,2911.69,-6.00,0,база ETH Stopped ЛУЧШИЙ ETH DYNAMIC
2026-06-28/001,4,5750356540,ETHUSDT,DYNAMIC,Auto,,0.3,500,0.5,0.5,1.1,0.3,50,2455.07,2460.88,-5.81,3848815,база ETH Stopped
2026-06-28/042,1,5593065911,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.03,1.1,0.49,0,1267.13,1267.13,0,577820,ФОРВАРД max0.03 но В ПЛЮСЕ якорь Вина 1267 - яма -16000
2026-06-28/042,2,6189379822,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.03,1.1,0.45,0,1215.52,1215.52,0,586661,ФОРВАРД max0.03 В ПЛЮСЕ
2026-06-28/042,3,6090024977,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.44,0,1091.76,1091.76,0,491149,ФОРВАРД
2026-06-28/042,4,4462437995,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.39,0,860.63,860.63,0,507792,ФОРВАРД
2026-05-12/007,1,4732266764,BTCUSD-инв,DEFAULT,Long,,0.02,5000,100,300,1.1,0.25,15,-0.42275,0.85578,-1.27852,73370600,DEFAULT ЛОНГ инв МИНУС -0.42BTC
2026-05-12/007,2,4395803475,BTCUSD-инв,DEFAULT,Long,,0.02,5000,100,300,1.1,0.25,10,-0.42527,0.85504,-1.28032,73289900,DEFAULT ЛОНГ инв МИНУС
2026-05-12/007,3,6098318998,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,25,12300.80,14047.02,-1746.22,51863774,
2026-05-12/007,4,5201192129,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,25,7906.97,21010.13,-13103.16,88028776,
2026-05-12/009,1,4495678841,BTCUSDT,DEFAULT,Short,,0.05,5000,0.001,0.003,1.1,0.25,60,4966.93,10168.55,-5201.61,26155139,
2026-05-12/009,2,5513798823,BTCUSDT,DEFAULT,Short,,0.03,5000,0.001,0.003,1.1,0.25,40,5420.25,13898.32,-8478.07,43931990,
2026-05-12/009,3,4448764350,BTCUSDT,DEFAULT,Short,,0.05,5000,0.001,0.003,1.1,0.25,60,3554.81,9956.12,-6401.31,26166642,
2026-05-12/009,4,4839157237,BTCUSDT,DEFAULT,Short,,0.03,5000,0.001,0.003,1.1,0.25,40,5651.23,14243.22,-8591.99,43958837,
2026-05-12/011,1,4575642299,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,0.003,1.1,0.25,0,-13710.27,13325.39,-27035.67,14656046,БЕЗ ТЕЙКА мешок -27036
2026-05-12/011,2,4541089533,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.1,0.25,0,-13780.43,13194.58,-26975.00,14500501,БЕЗ ТЕЙКА мешок -26975
2026-05-12/011,3,4381650876,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,0.003,1.1,0.25,0,-13526.68,13360.13,-26886.81,14661515,БЕЗ ТЕЙКА
2026-05-12/011,4,6382537607,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.1,0.25,0,-13693.89,13205.76,-26899.65,14505821,БЕЗ ТЕЙКА
2026-05-12/014,1,6296363362,BTCUSDT,INDICATOR,Short,0.8,0.02,5000,0.001,0.003,1.3,0.25,20,2852.67,2852.67,0,11555681,мешок ноль
2026-05-12/014,3,6084147502,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.2,0.25,15,2897.97,2981.11,-83.14,11967479,
2026-05-12/014,4,4710176835,BTCUSDT,INDICATOR,Short,0.8,0.02,5000,0.001,0.003,1.3,0.25,15,2627.43,2627.43,0,10699323,мешок ноль
2026-05-12/018,1,5746251733,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,25,1372.67,1372.67,0,2723984,мешок ноль
2026-05-12/018,2,5083162473,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.45,40,760.95,760.95,0,976788,мешок ноль
2026-05-12/018,3,5651875004,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,25,1286.11,1286.11,0,2987858,мешок ноль
2026-05-12/018,4,4412603713,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.45,40,767.11,767.11,0,934357,мешок ноль
2026-05-12/052,1,4860253972,BTCUSD-инв,INDICATOR,Long,-0.3,0.04,5000,100,300,1.2,0.27,0,0.18897,0.18903,-0.0000553,11893700,
2026-05-12/052,2,6298316629,BTCUSD-инв,INDICATOR,Long,-0.3,0.04,5000,100,300,1.2,0.21,0,0.17138,0.17145,-0.0000689,14750000,
2026-05-12/052,3,4857324542,BTCUSD-инв,INDICATOR,Long,-0.3,0.04,5000,100,300,1.2,0.4,0,0.22853,0.22858,-0.0000452,8946900,
2026-05-12/052,4,6124052174,BTCUSD-инв,INDICATOR,Long,-0.3,0.04,5000,100,300,1.2,0.55,0,0.24492,0.24495,-0.0000304,6728800,
2026-05-19/038,1,5198040229,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,2.0,0.3,50,1382.14,1457.08,-74.94,2238271,множитель 2.0
2026-05-19/038,2,6032425325,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.07,2.0,0.3,50,1891.95,1891.95,0,2920544,множ 2.0 мешок ноль
2026-05-19/038,3,4820628845,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.08,2.0,0.3,50,2152.38,2152.38,0,3163427,множ 2.0 мешок ноль
2026-05-19/038,4,5627224016,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,2.0,0.3,50,2039.86,2076.00,-36.13,3671913,
2026-06-27/001,1,5251932289,ETHUSDT,INDICATOR,Short,1.6,0.5,5000,0.01,0.05,1.3,0.79,60,427.07,428.69,-1.62,213919,база Stopped
2026-06-27/001,2,6213023407,ETHUSDT,INDICATOR,Short,1.6,0.8,5000,0.01,0.05,1.3,0.89,60,303.60,304.70,-1.10,120106,база Stopped
2026-06-27/001,3,4417140853,ETHUSDT,INDICATOR,Short,1.6,0.5,5000,0.01,0.05,1.3,0.79,80,566.68,568.30,-1.62,211678,база Stopped
2026-06-27/001,4,4768997071,ETHUSDT,INDICATOR,Short,1.6,0.8,5000,0.01,0.05,1.3,0.89,80,320.89,322.01,-1.12,115021,база Finished
2026-06-28/012,1,5724379688,ETHUSDT,DYNAMIC,Auto,,0.2,500,0.01,0.1,1.1,0.59,65,1016.58,1022.54,-5.96,517751,база ETH Stopped
2026-06-28/012,2,5549680845,ETHUSDT,DYNAMIC,Auto,,0.1,500,0.01,0.1,1.15,0.59,40,1837.58,1841.68,-4.10,1209014,база ETH Stopped
2026-06-28/012,3,5935142558,ETHUSDT,DYNAMIC,Auto,,0.1,500,0.01,0.1,1.1,0.45,40,1121.74,1121.88,-0.14,977909,база ETH Stopped
2026-06-28/012,4,5371946174,ETHUSDT,DYNAMIC,Auto,,0.2,500,0.01,0.1,1.1,0.75,65,1221.58,1230.00,-8.42,491983,база ETH Stopped
2026-06-28/038,1,4410079835,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.39,0,859.31,859.31,0,508952,ФОРВАРД плюс мешок ноль
2026-06-28/038,2,4696720083,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.39,0,856.05,856.05,0,509117,ФОРВАРД плюс мешок ноль
2026-06-28/038,3,5283324573,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.41,0,-1286.55,-1286.55,0,0,ФОРВАРД СО СТОПОМ -2000 минус реализован
2026-06-28/038,4,5433217272,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.39,0,3005.93,3023.89,-17.96,1763204,база плюс
2026-06-04/001,1,5807664033,BTCUSDT,INDICATOR,Short,2.0,0.05,220,0.002,0.005,1.2,0.6,210,2865.15,3124.62,-259.47,2797706,база Stopped
2026-06-04/001,2,6107544868,BTCUSDT,INDICATOR,Short,1.5,0.03,220,0.002,0.004,1.3,0.35,175,4348.54,4627.85,-279.31,5780986,база Stopped ЛУЧШИЙ SHORT базы
2026-06-04/001,3,5248321938,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,100,1752.02,1903.19,-151.17,1534697,база Stopped
2026-06-04/001,4,6058562170,BTCUSDT,INDICATOR,Short,1.5,0.03,800,0.001,0.003,1.3,0.35,60,2573.85,2631.92,-58.07,5322311,база Finished
2026-06-04/002,1,4659318581,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,150,2209.40,2365.94,-156.54,1856123,база Stopped
2026-06-04/002,2,4861237221,BTCUSDT,INDICATOR,Short,1.5,0.03,800,0.001,0.002,1.3,0.35,60,2099.74,2140.08,-40.34,3930473,база Stopped
2026-06-04/002,3,4991203303,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,2581.18,2732.35,-151.17,1936915,база Stopped
2026-06-04/002,4,5400157842,BTCUSDT,INDICATOR,Short,1.5,0.03,800,0.001,0.002,1.3,0.35,80,2558.90,2599.24,-40.34,4033181,база Stopped
2026-06-04/003,1,4489145469,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,80,1470.12,1621.29,-151.17,1542365,база Finished
2026-06-04/003,2,4461146893,BTCUSDT,INDICATOR,Short,0.7,0.01,800,0.001,0.003,1.4,0.24,20,4810.37,4810.37,0,20041725,база Finished ЛУЧШИЙ мешок ноль
2026-06-04/003,3,6365873177,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,30,841.23,841.23,0,1121587,база Finished
2026-06-04/003,4,5015773316,BTCUSDT,INDICATOR,Short,1.5,0.03,800,0.001,0.002,1.3,0.35,120,-2623.98,3968.15,-6593.13,4917594,база МИНУС мешок -6593
2026-06-04/004,1,5714517143,BTCUSDT,DYNAMIC,Auto,,0.5,25,0.01,0.2,1.08,0.5,100,2788.34,3039.04,-250.70,2970004,база Stopped
2026-06-04/004,2,6328081321,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,4193.01,4286.81,-93.80,4016742,база Finished ЛУЧШИЙ DYNAMIC базы
2026-06-04/004,4,6238874842,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,3473.95,4128.04,-654.09,3840466,база Finished
2026-06-04/006,1,6407950049,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,-3192.78,-2638.69,-554.09,4416191,база МИНУС стоп-100 Finished
2026-06-04/006,2,5280796660,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,3051.19,3792.37,-741.18,3833500,база стоп-500 Stopped
2026-06-04/006,3,6382532418,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,3467.34,3555.13,-87.79,3889573,база стоп-500 Finished
