direction,anchor_ts,anchor_dt,trigger_price,move_pct,n_triggers,vol_spike,oi_delta_win,taker_win,wick_ratio,accel,funding_at_anchor,move_t5,oi_delta_t5,taker_t5,move_t15,oi_delta_t15,taker_t15,move_t30,oi_delta_t30,taker_t30,move_t60,oi_delta_t60,taker_t60,fwd_extreme_pct,bars_to_return,bars_to_continue,outcome,move_24h_signed
down,1731427320000,2024-11-12T16:02:00.000000000,0.67,-2.135,4,4.91,4093177.0,0.5094,2.128,0.0036,0.000641,-0.549,756353.0,0.4678,-0.757,-1783738.0,0.4641,-0.223,-3774994.0,0.4866,1.202,651887.0,0.5024,-1.618,2,7,whipsaw,-5.344
down,1731451980000,2024-11-12T22:53:00.000000000,0.72,-1.615,7,0.94,-2539936.0,0.4566,1.877,0.0025,0.000641,-0.111,1292059.0,0.4072,0.07,1653586.0,0.4714,-1.35,3564891.0,0.4459,-1.224,2447128.0,0.4729,-5.44,81,29,trend,4.105
up,1731475080000,2024-11-13T05:18:00.000000000,0.66,1.663,3,1.12,6435398.0,0.5012,2.08,0.0022,0.000331,-0.03,-60136.0,0.4617,-0.818,969709.0,0.4668,-1.848,454502.0,0.4505,-0.682,1972323.0,0.4775,2.06,18,181,whipsaw,5.346
down,1731488400000,2024-11-13T09:00:00.000000000,0.66,-1.699,1,0.97,-4062211.0,0.5251,1.835,0.0017,0.000107,-0.227,-3905379.0,0.4238,0.152,-2851920.0,0.4974,0.182,-840113.0,0.4891,-0.379,-3089309.0,0.4768,-1.122,87,37,trend,-7.795
up,1731494880000,2024-11-13T10:48:00.000000000,0.67,1.564,1,0.7,2992817.0,0.566,1.736,0.0019,0.000107,0.822,312291.0,0.6183,0.105,719808.0,0.4895,0.688,3492795.0,0.5018,0.673,2049351.0,0.4883,6.924,-1,4,trend,6.131
up,1731504600000,2024-11-13T13:30:00.000000000,0.69,1.858,4,1.14,-3318947.0,0.5012,2.245,0.0014,0.000107,-0.073,-972764.0,0.4941,2.685,26547234.0,0.5084,2.248,7179573.0,0.5207,2.131,11510706.0,0.514,9.165,-1,9,trend,5.21
down,1731507180000,2024-11-13T14:13:00.000000000,0.7,-2.046,1,3.05,-9001604.0,0.5336,2.085,0.0033,0.000107,0.258,659445.0,0.4981,0.987,3934910.0,0.4944,1.96,812838.0,0.4975,1.316,-2998069.0,0.4826,-0.358,9,-1,whipsaw,-3.563
down,1731518760000,2024-11-13T17:26:00.000000000,0.72,-1.627,4,3.11,-10401.0,0.4913,2.15,0.0028,0.0001,0.222,-277047.0,0.5161,0.181,982235.0,0.5109,-0.514,245884.0,0.4794,-0.361,-8149394.0,0.4847,-7.048,-1,33,trend,-5.727
up,1731529920000,2024-11-13T20:32:00.000000000,0.69,1.552,2,1.26,-4742248.0,0.5478,2.241,0.0016,0.0001,0.247,160944.0,0.633,0.553,1845791.0,0.5859,-0.873,-194589.0,0.5349,-0.655,2369761.0,0.5173,1.746,29,215,whipsaw,13.288
down,1731545400000,2024-11-14T00:50:00.000000000,0.68,-1.569,1,0.82,-440395.0,0.4315,1.855,0.0013,0.000128,0.205,573233.0,0.4953,0.79,-1170840.0,0.4986,0.834,-1576672.0,0.5236,2.589,1720141.0,0.5388,-0.102,17,-1,whipsaw,-16.486
up,1731548400000,2024-11-14T01:40:00.000000000,0.7,1.55,1,0.95,1193416.0,0.5432,2.502,0.0011,0.000128,-0.357,1053936.0,0.5589,0.371,3368538.0,0.566,-0.114,915064.0,0.5092,-1.241,-3733008.0,0.45,0.528,46,-1,whipsaw,16.888
down,1731567300000,2024-11-14T06:55:00.000000000,0.69,-1.651,1,0.9,-1723442.0,0.4449,1.595,0.001,0.000128,-1.027,-2324330.0,0.3466,-0.752,-5300239.0,0.4092,-0.535,-5600066.0,0.4463,0.955,-4822591.0,0.482,-1.201,59,5,trend,-14.8
up,1731570780000,2024-11-14T07:53:00.000000000,0.7,1.632,12,1.02,2551395.0,0.5207,1.879,0.001,0.000128,0.1,-1853242.0,0.5469,0.244,-1498639.0,0.545,0.315,-833887.0,0.5271,2.308,750145.0,0.5364,3.513,-1,42,trend,12.516
down,1731582600000,2024-11-14T11:10:00.000000000,0.7,-1.825,4,1.38,-2135346.0,0.386,1.975,0.0016,0.000113,0.343,597721.0,0.3875,2.216,1778862.0,0.414,0.672,1513717.0,0.4414,2.202,4672022.0,0.4716,-0.157,12,-1,whipsaw,-16.898
down,1731614760000,2024-11-14T20:06:00.000000000,0.78,-1.738,1,3.53,773227.0,0.5327,1.984,0.0033,0.000204,-0.461,143602.0,0.5161,-0.91,-481339.0,0.5205,0.385,-5614439.0,0.5456,1.487,-5923780.0,0.5387,-3.179,49,1,trend,-15.049
down,1731623940000,2024-11-14T22:39:00.000000000,0.81,-1.912,2,3.65,-12660066.0,0.5295,1.682,0.0057,0.000204,-0.605,-4290973.0,0.4367,-0.234,-7184726.0,0.4667,-2.788,-10611299.0,0.4579,-6.552,-7925754.0,0.449,-6.811,168,6,trend,-11.08
up,1731628980000,2024-11-15T00:03:00.000000000,0.78,1.734,13,2.1,-2164844.0,0.4933,1.75,0.004,0.000134,0.128,-6009275.0,0.5455,0.154,-6065453.0,0.5246,0.872,-8053124.0,0.5067,3.281,-3123777.0,0.5283,6.537,23,32,whipsaw,15.329
down,1731638100000,2024-11-15T02:35:00.000000000,0.81,-1.719,1,0.95,-4145226.0,0.4628,2.061,0.0022,0.000134,1.133,2862513.0,0.5305,0.579,2904633.0,0.5152,1.183,4650652.0,0.5091,0.715,6179417.0,0.4968,-2.563,5,123,whipsaw,-9.942
down,1731645360000,2024-11-15T04:36:00.000000000,0.81,-1.652,1,1.53,-993973.0,0.4824,2.038,0.0026,0.000134,-1.198,-2046019.0,0.4136,-1.186,276711.0,0.4422,-1.112,-1989338.0,0.4677,-1.272,-4862654.0,0.4761,-4.52,-1,2,trend,-13.449
down,1731652860000,2024-11-15T06:41:00.000000000,0.79,-2.125,2,1.09,2300964.0,0.4784,2.03,0.0018,0.000134,0.379,538072.0,0.4826,0.202,-2770427.0,0.5184,1.048,-5117315.0,0.5278,0.429,-8722993.0,0.4939,-2.411,19,72,whipsaw,-19.932
down,1731681300000,2024-11-15T14:35:00.000000000,0.87,-1.888,2,2.74,-9851388.0,0.4857,1.768,0.0045,0.0001,0.607,-371231.0,0.493,2.669,3921840.0,0.504,2.405,-21813.0,0.5096,-1.34,-2479671.0,0.4925,-1.661,3,47,whipsaw,-29.759
down,1731693000000,2024-11-15T17:50:00.000000000,0.87,-1.882,1,0.84,-953347.0,0.471,2.063,0.002,0.0001,-0.185,-391720.0,0.4115,0.786,-320564.0,0.4606,1.225,-1890007.0,0.4684,1.641,-3315744.0,0.4711,-0.705,16,-1,whipsaw,-30.359
up,1731694860000,2024-11-15T18:21:00.000000000,0.88,1.642,2,0.92,-1890007.0,0.4705,1.769,0.0028,0.0001,-0.637,-555659.0,0.359,-1.741,-1039166.0,0.4253,0.034,-1425737.0,0.4722,1.172,-1065420.0,0.4803,5.575,3,50,whipsaw,31.414
down,1731703020000,2024-11-15T20:37:00.000000000,0.88,-1.647,2,0.78,1518214.0,0.4637,1.788,0.0021,0.0001,-0.464,878245.0,0.4912,-1.38,-5491862.0,0.4899,-0.792,-7282929.0,0.5103,1.618,-8818131.0,0.5033,-1.889,60,1,trend,-30.942
up,1731706620000,2024-11-15T21:37:00.000000000,0.9,2.429,1,0.91,-1535202.0,0.4959,1.554,0.0022,0.0001,0.289,-370856.0,0.544,2.538,-3568287.0,0.5218,2.639,-5221033.0,0.5013,0.701,-6932123.0,0.4883,3.307,0,8,whipsaw,26.197
down,1731717180000,2024-11-16T00:33:00.000000000,0.88,-2.034,1,1.15,-2372877.0,0.4894,1.744,0.0017,0.0001,0.102,-579278.0,0.5114,1.293,812665.0,0.5939,0.068,868303.0,0.5407,0.272,1246312.0,0.5612,-0.386,13,-1,whipsaw,-24.277
up,1731728580000,2024-11-16T03:43:00.000000000,0.91,1.579,18,0.73,1697271.0,0.5164,1.786,0.0017,0.0001,0.728,1305492.0,0.5515,0.452,905308.0,0.5042,0.871,-2710356.0,0.4929,2.834,2792257.0,0.4828,8.536,-1,3,trend,16.123
down,1731738060000,2024-11-16T06:21:00.000000000,0.95,-1.719,1,2.47,4557925.0,0.4398,2.146,0.0027,0.0001,0.115,3297999.0,0.4766,-0.649,2494824.0,0.4374,0.618,823830.0,0.4857,1.969,2049098.0,0.5027,-0.985,39,-1,whipsaw,-7.762
down,1731756000000,2024-11-16T11:20:00.000000000,1.04,-1.925,1,5.19,8512513.0,0.5453,2.069,0.0052,0.0001,-0.172,-5013769.0,0.4557,-0.699,-8517055.0,0.4771,-1.025,-13020342.0,0.4742,-0.718,-7798833.0,0.4758,-2.94,0,8,whipsaw,-0.431
down,1731770040000,2024-11-16T15:14:00.000000000,1.13,-1.8,3,10.57,-6534945.0,0.4979,2.405,0.0124,0.0001,2.514,3318395.0,0.5248,-2.01,27066451.0,0.5054,-2.665,13761407.0,0.5077,-2.497,13330073.0,0.5013,-5.649,0,14,whipsaw,3.435
down,1731788760000,2024-11-16T20:26:00.000000000,1.16,-1.641,8,1.42,-279213.0,0.4604,1.954,0.0057,0.000253,-0.456,-3922855.0,0.4812,0.009,-4159158.0,0.4929,1.049,-2872931.0,0.5181,-1.6,-5052029.0,0.4882,-5.108,20,1,trend,10.784
up,1731818580000,2024-11-17T04:43:00.000000000,1.04,1.63,4,1.41,892011.0,0.4383,1.793,0.0045,0.000138,-1.46,1806116.0,0.4735,-0.423,5074835.0,0.4831,0.221,1637476.0,0.5025,-1.518,4169071.0,0.4904,4.697,4,114,whipsaw,8.319
down,1731830040000,2024-11-17T07:54:00.000000000,1.07,-1.63,3,1.15,-776099.0,0.5432,1.714,0.0051,0.000138,-0.037,-3285415.0,0.4483,-0.599,-10447004.0,0.4926,-0.028,-6908301.0,0.5149,2.265,-5052586.0,0.52,-3.042,49,8,trend,-9.378
up,1731846540000,2024-11-17T12:29:00.000000000,1.05,1.515,3,0.57,-2418168.0,0.5226,1.886,0.0028,0.000205,0.133,832580.0,0.5557,1.378,349382.0,0.5483,2.319,-1047724.0,0.5511,4.4,1981476.0,0.5518,9.056,-1,14,trend,7.469
down,1731852180000,2024-11-17T14:03:00.000000000,1.11,-1.985,2,2.37,348629.0,0.5139,1.973,0.0058,0.000205,-0.262,13968.0,0.4276,-1.293,-3720603.0,0.4094,-0.579,-4631554.0,0.4367,-1.962,-3506650.0,0.4771,-3.95,0,14,whipsaw,-2.179
down,1731866520000,2024-11-17T18:02:00.000000000,1.07,-1.542,2,0.64,-193672.0,0.4378,1.839,0.0023,0.000215,0.46,-261083.0,0.4113,-0.047,214384.0,0.452,-0.694,-147706.0,0.4328,-1.182,-1048910.0,0.4251,-3.264,-1,18,trend,-5.796
up,1731877020000,2024-11-17T20:57:00.000000000,1.05,1.518,7,0.73,-209065.0,0.5322,1.9,0.0026,0.000215,0.162,517187.0,0.5958,0.333,1516610.0,0.5719,0.714,1573454.0,0.562,0.619,998397.0,0.5478,3.542,67,31,trend,6.046
down,1731880920000,2024-11-17T22:02:00.000000000,1.05,-1.609,2,0.72,-1344561.0,0.4967,2.232,0.0019,0.000215,-0.382,-3935764.0,0.4016,0.191,-4813828.0,0.4948,1.272,-2442937.0,0.5227,1.348,1000346.0,0.525,-0.908,17,-1,whipsaw,-7.315
down,1731896700000,2024-11-18T02:25:00.000000000,1.11,-2.105,1,2.25,2016479.0,0.472,1.84,0.0044,0.000149,0.009,-781146.0,0.4131,0.036,591228.0,0.4653,-0.162,1437729.0,0.457,0.855,4612878.0,0.4916,-0.468,10,-1,whipsaw,-1.305
down,1731911880000,2024-11-18T06:38:00.000000000,1.16,-2.204,1,1.93,5078529.0,0.5152,2.118,0.0038,0.000149,0.535,-1143331.0,0.5464,0.009,-2542552.0,0.5055,-0.492,-5312882.0,0.4775,0.225,-3591639.0,0.4842,-3.515,8,22,whipsaw,4.482
up,1731915780000,2024-11-18T07:43:00.000000000,1.17,1.63,1,1.3,2448914.0,0.4879,1.922,0.0022,0.000149,-0.563,-1678963.0,0.5453,-0.375,-1518120.0,0.5525,-0.358,2117730.0,0.5279,-1.451,2113741.0,0.4996,0.265,46,-1,whipsaw,-6.067
down,1731920040000,2024-11-18T08:54:00.000000000,1.15,-1.546,4,1.1,112220.0,0.451,2.186,0.0019,0.000179,0.174,-473966.0,0.4524,-0.816,-3244526.0,0.4178,-0.174,-7114768.0,0.4586,-2.274,-7272493.0,0.4311,-3.636,-1,15,trend,4.973
up,1731925380000,2024-11-18T10:23:00.000000000,1.14,1.777,1,0.99,-5324182.0,0.523,1.848,0.0019,0.000179,0.053,128660.0,0.5739,0.044,1070037.0,0.5173,0.184,-284436.0,0.5046,0.263,-1108596.0,0.4882,1.053,63,54,trend,-3.738
up,1731933600000,2024-11-18T12:40:00.000000000,1.13,1.536,4,0.94,910612.0,0.5399,1.991,0.0024,0.000179,0.106,-53250.0,0.5752,-0.248,-148303.0,0.5075,-2.097,-3165179.0,0.4994,1.274,-796786.0,0.5192,4.035,26,53,whipsaw,-0.681
down,1731946200000,2024-11-18T16:10:00.000000000,1.15,-1.66,3,2.13,-12451660.0,0.5007,2.109,0.0032,0.000221,-0.713,1067205.0,0.5272,-0.983,-260988.0,0.5163,-1.714,-2853193.0,0.5012,-1.087,5684559.0,0.5256,-6.507,-1,1,trend,5.359
up,1731961440000,2024-11-18T20:24:00.000000000,1.11,1.532,2,1.21,1535973.0,0.5355,1.962,0.002,0.000221,-0.298,1058875.0,0.5359,0.262,787183.0,0.563,0.506,584965.0,0.5773,1.726,-2718446.0,0.5715,3.009,-1,12,trend,0.199
up,1731977340000,2024-11-19T00:49:00.000000000,1.14,1.676,1,0.94,2841354.0,0.5259,1.828,0.0025,0.000162,0.465,8298827.0,0.4981,-0.675,8947055.0,0.4736,-1.061,8581870.0,0.4621,-1.052,7984460.0,0.501,0.666,26,-1,whipsaw,-2.92
down,1731989820000,2024-11-19T04:17:00.000000000,1.11,-1.632,1,0.9,145773.0,0.3962,1.856,0.0015,0.000162,0.592,-2932647.0,0.5054,-0.152,-6100872.0,0.4444,-0.179,-7763693.0,0.4942,0.063,-8649034.0,0.4933,-2.117,-1,74,trend,3.704
up,1732000680000,2024-11-19T07:18:00.000000000,1.12,1.509,1,0.87,601760.0,0.5373,1.573,0.0021,0.000162,-0.385,284500.0,0.5236,-0.269,612167.0,0.524,-1.272,1099217.0,0.4789,-2.293,1284936.0,0.4685,0.179,19,-1,whipsaw,-2.463
up,1732019220000,2024-11-19T12:27:00.000000000,1.12,1.562,1,1.24,-2181429.0,0.5246,1.626,0.0021,0.000323,-0.581,1330806.0,0.5889,-0.25,2917787.0,0.556,-1.011,392602.0,0.5089,-2.191,49949.0,0.4638,0.438,19,-1,whipsaw,1.619
down,1732021800000,2024-11-19T13:10:00.000000000,1.1,-1.835,2,1.28,-2936104.0,0.4569,1.537,0.0021,0.000323,-0.172,23201.0,0.3824,-1.089,68266.0,0.3774,-0.944,1171903.0,0.4259,-2.305,-1154344.0,0.4276,-3.004,-1,9,trend,-1.488
down,1732041720000,2024-11-19T18:42:00.000000000,1.09,-1.503,1,2.84,2808337.0,0.4301,1.956,0.0024,0.000124,0.441,-223567.0,0.5191,0.965,-194832.0,0.5655,1.268,1445306.0,0.5185,2.188,2769132.0,0.5268,-1.553,13,156,whipsaw,-0.588
up,1732043700000,2024-11-19T19:15:00.000000000,1.1,1.555,1,1.54,2323974.0,0.522,1.614,0.0022,0.000124,0.299,211608.0,0.5248,0.181,-501004.0,0.5144,0.996,1078352.0,0.5383,0.063,869067.0,0.4936,1.205,101,29,trend,-2.382
down,1732050420000,2024-11-19T21:07:00.000000000,1.09,-1.637,1,2.24,-2425023.0,0.6034,1.756,0.0032,0.000124,-0.704,-6405293.0,0.5305,-1.774,-4175371.0,0.5229,-1.298,-1216002.0,0.5278,-0.914,9537093.0,0.5393,-2.076,127,10,trend,-0.082
up,1732057200000,2024-11-19T23:00:00.000000000,1.09,1.612,1,1.2,-3171308.0,0.4983,1.46,0.0025,0.000124,0.835,-680689.0,0.5833,1.486,-762949.0,0.526,0.862,-328697.0,0.4936,0.954,-176550.0,0.4544,2.247,-1,7,trend,1.99
down,1732065720000,2024-11-20T01:22:00.000000000,1.09,-1.552,2,1.62,977886.0,0.4362,1.576,0.0029,0.000191,-0.046,310408.0,0.4277,0.119,216147.0,0.4491,0.642,-1178861.0,0.4638,1.32,1508831.0,0.4758,-3.218,30,117,whipsaw,-2.017
up,1732068000000,2024-11-20T02:00:00.000000000,1.1,1.769,1,1.15,-876496.0,0.4763,1.772,0.0026,0.000191,-0.072,176878.0,0.5732,-0.154,1062182.0,0.4881,-0.163,2302153.0,0.4774,-1.159,2632695.0,0.5002,0.48,33,-1,whipsaw,1.24
up,1732082940000,2024-11-20T06:09:00.000000000,1.09,1.544,1,0.72,90484.0,0.5057,1.744,0.0014,0.000191,-0.311,-123538.0,0.3677,0.027,1219914.0,0.3879,-0.467,287105.0,0.3996,-0.815,884475.0,0.3999,2.134,55,183,whipsaw,1.557
up,1732101000000,2024-11-20T11:10:00.000000000,1.13,1.552,3,2.69,8493095.0,0.5637,1.456,0.0042,0.0001,0.604,6262538.0,0.573,0.311,5113929.0,0.494,-0.222,-28933.0,0.4824,1.227,1374566.0,0.513,2.302,114,6,trend,-1.173
down,1732106760000,2024-11-20T12:46:00.000000000,1.12,-1.766,1,2.33,-9779903.0,0.5041,1.663,0.003,0.0001,-0.116,-2538174.0,0.3973,-0.142,-2590629.0,0.4365,-0.525,-3067089.0,0.4542,-0.24,-2621644.0,0.4757,-3.32,77,18,trend,-0.116
down,1732116000000,2024-11-20T15:20:00.000000000,1.12,-1.656,4,2.02,2269597.0,0.4786,1.684,0.0031,0.0001,0.511,-616407.0,0.4866,0.564,1003730.0,0.5054,0.502,2163790.0,0.5168,-0.914,-1320534.0,0.5144,-4.201,41,58,whipsaw,-0.448
up,1732132320000,2024-11-20T19:52:00.000000000,1.08,1.595,2,1.11,-1890080.0,0.5193,1.675,0.0025,0.000138,0.102,444892.0,0.5703,-0.452,658300.0,0.5494,1.182,-660049.0,0.5441,1.053,759770.0,0.5428,3.416,-1,27,trend,7.23
up,1732152960000,2024-11-21T01:36:00.000000000,1.13,1.721,3,1.15,1104465.0,0.5408,1.995,0.0018,0.0001,0.053,700573.0,0.5303,-0.425,94223.0,0.4802,-1.276,4740519.0,0.4746,-3.845,2498705.0,0.4592,0.284,25,-1,whipsaw,18.651
down,1732154880000,2024-11-21T02:08:00.000000000,1.11,-1.695,1,1.61,4740519.0,0.472,1.848,0.0022,0.0001,-0.144,-1833900.0,0.4256,-1.047,-3145336.0,0.4644,-2.193,-2241814.0,0.4421,-0.785,1222672.0,0.4972,-2.762,179,11,trend,-25.072
down,1732162560000,2024-11-21T04:16:00.000000000,1.09,-1.698,1,1.44,1075176.0,0.4864,1.952,0.0019,0.0001,0.055,-1209581.0,0.6069,1.268,-1281684.0,0.6046,1.975,555990.0,0.5785,3.187,4173753.0,0.5402,-0.331,15,-1,whipsaw,-29.733
up,1732177020000,2024-11-21T08:17:00.000000000,1.13,1.835,1,1.07,4998154.0,0.4801,1.684,0.0015,0.0001,0.044,129206.0,0.506,-0.506,1340654.0,0.4272,-0.559,1474272.0,0.4566,0.107,-67430.0,0.4935,0.808,173,-1,whipsaw,21.647
up,1732193340000,2024-11-21T12:49:00.000000000,1.13,1.636,1,2.16,6869227.0,0.445,1.774,0.0025,0.0001,0.893,434800.0,0.5663,0.018,2922341.0,0.4928,-0.186,7497155.0,0.4615,0.257,3875149.0,0.4835,2.406,110,5,trend,30.96
down,1732195500000,2024-11-21T13:25:00.000000000,1.13,-1.622,2,5.03,5241005.0,0.4492,1.835,0.004,0.0001,-0.293,-3597772.0,0.4394,-0.071,-4346977.0,0.4901,0.124,-1535062.0,0.5093,0.434,-369304.0,0.4956,-2.882,-1,74,trend,-24.189
up,1732211940000,2024-11-21T17:59:00.000000000,1.14,1.947,4,2.42,-4308651.0,0.475,1.936,0.002,0.0001,1.13,12476485.0,0.5501,1.77,7291758.0,0.459,3.89,1209113.0,0.4942,5.818,30536556.0,0.4826,8.543,0,5,whipsaw,27.153
down,1732217400000,2024-11-21T19:30:00.000000000,1.2,-1.564,2,7.29,-1739962.0,0.4631,2.134,0.0047,0.0001,-0.391,-87156.0,0.3731,-2.295,2261679.0,0.398,-2.395,4112338.0,0.4335,-1.48,6854169.0,0.4718,-3.534,-1,7,trend,-18.237
up,1732232220000,2024-11-21T23:37:00.000000000,1.22,1.534,6,1.3,5526823.0,0.5217,1.809,0.0028,0.0001,-0.212,2172262.0,0.5382,0.776,3218778.0,0.5862,5.007,-7296461.0,0.5694,3.937,-11781390.0,0.5214,15.118,-1,16,trend,19.095
down,1732235640000,2024-11-22T00:34:00.000000000,1.26,-1.774,1,4.84,-14827114.0,0.4712,1.754,0.007,0.00018,0.828,-1143682.0,0.5369,0.684,-1315037.0,0.4951,3.915,2358100.0,0.5057,5.236,5283660.0,0.5184,-0.263,1,-1,whipsaw,-26.874
down,1732243200000,2024-11-22T02:40:00.000000000,1.36,-1.769,1,5.24,-2314049.0,0.5028,2.032,0.0068,0.00018,-0.191,-2860070.0,0.3927,-0.353,-7568129.0,0.4572,1.154,-4030427.0,0.4991,1.073,-6018995.0,0.4846,-1.521,24,6,trend,-13.367
down,1732250580000,2024-11-22T04:43:00.000000000,1.4,-1.912,2,2.65,-4063620.0,0.463,1.93,0.0049,0.00018,0.4,-65261.0,0.4688,-0.321,5712139.0,0.4958,-1.407,-752692.0,0.4632,0.471,-119394.0,0.4937,-2.814,2,17,whipsaw,-8.449
up,1732264080000,2024-11-22T08:28:00.000000000,1.38,1.549,1,1.08,1886672.0,0.5173,1.954,0.0036,0.000421,0.101,-788008.0,0.5345,0.014,-870894.0,0.5308,0.904,795584.0,0.5354,0.072,2154595.0,0.4986,8.066,-1,28,trend,12.772
up,1732273140000,2024-11-22T10:59:00.000000000,1.41,1.803,5,0.99,4654202.0,0.4789,1.86,0.0042,0.000421,-0.666,3273260.0,0.4626,-0.057,3593080.0,0.4759,0.68,8499889.0,0.5148,3.854,13291042.0,0.5262,6.277,3,24,whipsaw,8.821
down,1732280520000,2024-11-22T13:02:00.000000000,1.46,-1.786,5,2.24,3414681.0,0.4738,2.061,0.0045,0.000421,-0.535,-8461889.0,0.4263,-1.187,-9271100.0,0.4655,-4.831,-18146217.0,0.4598,-2.793,-24032195.0,0.4943,-7.357,203,3,trend,-5.037
up,1732306080000,2024-11-22T20:08:00.000000000,1.44,1.522,1,0.58,4111987.0,0.4996,1.919,0.0027,0.0001,0.749,1467826.0,0.6119,0.153,-249152.0,0.4845,1.256,-3599976.0,0.5283,0.583,-5164169.0,0.4832,4.857,-1,8,trend,1.235
up,1732314540000,2024-11-22T22:29:00.000000000,1.47,1.698,6,0.74,3267651.0,0.4338,1.42,0.0047,0.0001,0.428,4988486.0,0.4811,0.088,4051694.0,0.4551,-0.516,-597116.0,0.478,-1.405,-2364433.0,0.4524,10.613,17,7,trend,0.251
down,1732316940000,2024-11-22T23:09:00.000000000,1.46,-1.686,1,0.7,-3883752.0,0.4569,1.825,0.0038,0.0001,-0.191,369390.0,0.3968,-1.032,-1896542.0,0.3758,-0.246,-2424568.0,0.467,3.218,-1089558.0,0.4897,-1.1,53,14,trend,-0.765
down,1732325520000,2024-11-23T01:32:00.000000000,1.56,-2.373,3,3.58,7718556.0,0.4926,1.68,0.0081,0.000213,0.966,-2589836.0,0.5311,0.339,-1856050.0,0.5232,2.201,-53895.0,0.5221,0.064,-1411167.0,0.4984,-4.683,0,65,whipsaw,5.387
up,1732345620000,2024-11-23T07:07:00.000000000,1.56,1.694,2,0.75,1237437.0,0.5369,1.66,0.0033,0.000213,-0.461,-107816.0,0.4538,-0.73,931428.0,0.459,-0.923,1907530.0,0.4625,-1.275,3915409.0,0.4891,1.096,18,91,whipsaw,-5.773
down,1732352880000,2024-11-23T09:08:00.000000000,1.55,-1.87,1,0.98,1942283.0,0.4802,1.788,0.0039,0.0002,0.213,-722286.0,0.538,-0.045,96093.0,0.5448,-0.633,3384563.0,0.5369,-1.208,7230765.0,0.5328,-2.584,-1,52,trend,6.429
up,1732367820000,2024-11-23T13:17:00.000000000,1.56,1.925,6,0.93,618155.0,0.4584,1.493,0.0042,0.0002,-0.488,54738.0,0.4179,-0.199,-301529.0,0.4539,-0.103,4412406.0,0.4837,0.508,3043068.0,0.4632,2.493,179,63,trend,-11.782
down,1732376820000,2024-11-23T15:47:00.000000000,1.56,-1.752,4,1.72,1437866.0,0.4642,1.897,0.0045,0.0002,0.148,805796.0,0.5306,0.378,2588027.0,0.534,-2.335,-234663.0,0.4867,-6.114,-25082670.0,0.4951,-9.976,16,29,whipsaw,14.736
down,1732401240000,2024-11-23T22:34:00.000000000,1.46,-1.566,2,0.66,-173368.0,0.4021,1.601,0.0026,0.0003,0.355,828832.0,0.4335,1.229,1452053.0,0.5364,0.546,878094.0,0.5455,0.567,933877.0,0.5047,-1.679,15,120,whipsaw,2.157
up,1732409760000,2024-11-24T00:56:00.000000000,1.48,1.897,2,1.41,1100241.0,0.3914,1.573,0.0044,0.0001,0.209,2799388.0,0.4775,-0.25,3162995.0,0.4612,-0.445,2073726.0,0.4092,-0.29,5524278.0,0.4341,2.071,200,74,trend,-5.073
down,1732422960000,2024-11-24T04:36:00.000000000,1.46,-1.614,2,0.73,-1773819.0,0.4388,1.861,0.0026,0.0001,-0.13,-664018.0,0.3948,-0.089,1880901.0,0.4898,0.281,1643787.0,0.4953,-0.851,1247082.0,0.4803,-1.407,152,61,trend,0.817
down,1732438140000,2024-11-24T08:49:00.000000000,1.44,-1.585,1,0.86,-1172468.0,0.4572,1.681,0.0027,0.000262,-0.083,1619606.0,0.4849,0.368,4043720.0,0.5535,0.021,4629257.0,0.52,-0.18,6594998.0,0.5053,-11.328,94,117,whipsaw,-5.067
down,1732446120000,2024-11-24T11:02:00.000000000,1.42,-1.997,5,1.32,-2111805.0,0.4512,1.512,0.0055,0.000262,-0.857,-253995.0,0.37,-2.712,-3726198.0,0.3949,-1.391,-7311436.0,0.4338,-1.841,-3380524.0,0.441,-10.244,-1,6,trend,-4.483
up,1732453620000,2024-11-24T13:07:00.000000000,1.36,2.224,3,10.1,-14128701.0,0.5234,1.848,0.0106,0.000262,0.015,-2013377.0,0.5611,1.389,-2839757.0,0.5695,0.75,-2966089.0,0.5267,-0.213,-5536384.0,0.5066,2.043,67,10,trend,7.077
up,1732471740000,2024-11-24T18:09:00.000000000,1.36,1.562,1,1.07,-2174769.0,0.566,1.827,0.0035,0.000232,-0.434,-1021989.0,0.4973,0.339,-1088273.0,0.5006,2.193,-1779377.0,0.5297,2.053,-5402038.0,0.5248,6.793,-1,23,trend,7.757
up,1732479180000,2024-11-24T20:13:00.000000000,1.4,1.821,3,1.08,-1208962.0,0.5467,1.85,0.0031,0.000232,-0.014,-1009879.0,0.5317,0.812,58950.0,0.5356,0.791,-1404629.0,0.523,0.185,3553531.0,0.5047,4.105,-1,20,trend,4.868
down,1732488600000,2024-11-24T22:50:00.000000000,1.43,-1.677,3,1.18,-1950009.0,0.4688,1.81,0.0037,0.000232,0.874,-749333.0,0.5492,1.468,27941.0,0.5186,1.084,155141.0,0.4927,0.217,-1991712.0,0.4791,-5.258,12,73,whipsaw,0.79
up,1732500120000,2024-11-25T02:02:00.000000000,1.39,1.557,2,1.09,-1943993.0,0.5359,2.038,0.0029,0.0001,-0.072,-2611786.0,0.5783,-0.014,-956323.0,0.5098,0.338,-1494289.0,0.5536,0.094,-3373894.0,0.508,6.293,-1,105,trend,4.579
