direction,anchor_ts,anchor_dt,trigger_price,move_pct,n_triggers,vol_spike,oi_delta_win,taker_win,wick_ratio,accel,funding_at_anchor,move_t5,oi_delta_t5,taker_t5,move_t15,oi_delta_t15,taker_t15,move_t30,oi_delta_t30,taker_t30,move_t60,oi_delta_t60,taker_t60,fwd_extreme_pct,bars_to_return,bars_to_continue,outcome,move_24h_signed
down,1742280300000,2025-03-18T06:45:00.000000000,2.25,-1.505,1,4.18,-607032.0,0.48,2.115,0.0025,-4.2e-05,-0.169,-531292.0,0.4717,0.2,1436534.0,0.4741,1.164,3718683.0,0.5341,1.488,3109650.0,0.5082,-0.373,21,-1,whipsaw,-1.421
up,1742282460000,2025-03-18T07:21:00.000000000,2.28,1.562,1,3.93,3964106.0,0.5567,1.714,0.0034,-4.2e-05,0.167,-249086.0,0.6179,0.088,-622092.0,0.4879,0.096,-683293.0,0.4835,0.25,145880.0,0.468,1.021,-1,75,trend,0.416
up,1742384220000,2025-03-19T11:37:00.000000000,2.34,1.525,4,3.38,-458899.0,0.476,1.872,0.0024,-4.5e-05,0.06,1644217.0,0.5827,-0.26,2852229.0,0.4698,-0.563,2856314.0,0.4479,-0.764,2377453.0,0.464,10.551,47,88,whipsaw,6.189
down,1742392140000,2025-03-19T13:49:00.000000000,2.53,-2.24,5,36.49,7129102.0,0.5088,1.8,0.0132,-4.5e-05,-0.225,298910.0,0.5085,1.474,-374526.0,0.4907,1.458,2376435.0,0.4648,-0.909,710215.0,0.4772,-2.466,14,3,trend,1.063
up,1742410560000,2025-03-19T18:56:00.000000000,2.52,1.587,1,4.59,982854.0,0.5343,1.66,0.0067,-3e-05,-0.063,670254.0,0.5035,0.139,-663698.0,0.5352,-0.948,249500.0,0.5029,-1.388,1363821.0,0.5167,1.808,26,228,whipsaw,-3.462
down,1742431140000,2025-03-20T00:39:00.000000000,2.51,-1.638,1,2.54,3393591.0,0.4437,2.094,0.003,4.1e-05,-0.068,-252045.0,0.3559,-0.048,-153528.0,0.4485,-0.024,97414.0,0.4352,-0.685,8699.0,0.4516,-2.071,-1,97,trend,3.274
down,1742466000000,2025-03-20T10:20:00.000000000,2.47,-1.673,1,1.22,573365.0,0.4466,1.867,0.0032,4.9e-05,0.506,-809590.0,0.4582,0.365,-1759758.0,0.4837,0.579,-1935190.0,0.4984,0.186,-1695965.0,0.4623,-0.081,79,-1,whipsaw,3.382
down,1742484960000,2025-03-20T15:36:00.000000000,2.45,-1.56,2,1.88,-2293678.0,0.458,1.691,0.0051,4.9e-05,0.139,594667.0,0.5841,0.053,-13012.0,0.5811,-0.233,421211.0,0.554,-1.095,2233205.0,0.5084,-2.43,-1,49,trend,2.806
up,1742825700000,2025-03-24T14:15:00.000000000,2.49,1.506,1,3.24,-779611.0,0.5579,1.813,0.0021,8.8e-05,0.519,-210028.0,0.6493,-0.651,-350691.0,0.5064,-0.446,-868322.0,0.5258,-0.635,-1095647.0,0.5134,0.692,47,-1,whipsaw,-1.749
down,1743082620000,2025-03-27T13:37:00.000000000,2.31,-1.502,1,3.38,167611.0,0.4097,1.816,0.004,-0.000136,-0.061,-68277.0,0.4534,0.338,182653.0,0.4316,0.758,-697210.0,0.4711,1.455,-942305.0,0.5129,-0.303,24,-1,whipsaw,4.183
down,1743136800000,2025-03-28T04:40:00.000000000,2.27,-1.618,1,4.67,-1227094.0,0.4711,1.637,0.0023,3e-05,-0.171,-401110.0,0.4802,-0.374,910645.0,0.4753,-0.101,266065.0,0.5181,-0.739,330133.0,0.5284,-2.532,-1,67,trend,4.625
down,1743170880000,2025-03-28T14:08:00.000000000,2.18,-1.548,1,3.33,-439502.0,0.4347,1.873,0.0034,-9e-06,-0.041,-1060138.0,0.3517,0.734,698790.0,0.4012,0.793,1023751.0,0.4526,0.298,805882.0,0.4949,-1.265,32,161,whipsaw,2.595
down,1743217680000,2025-03-29T03:08:00.000000000,2.14,-1.737,1,1.9,167962.0,0.3687,1.567,0.003,-0.00018,-0.294,630621.0,0.4627,0.448,-63459.0,0.5393,0.788,-2873.0,0.516,1.684,-765065.0,0.519,-0.905,32,-1,whipsaw,-2.547
up,1743219720000,2025-03-29T03:42:00.000000000,2.17,1.722,1,1.24,-654315.0,0.5319,1.563,0.0028,-0.00018,0.125,-656755.0,0.502,0.374,-544867.0,0.4919,0.493,-1248082.0,0.5236,-0.24,-2624540.0,0.464,0.826,103,-1,whipsaw,1.052
down,1743241440000,2025-03-29T09:44:00.000000000,2.09,-1.589,1,2.94,-241971.0,0.532,1.794,0.0031,-1.9e-05,0.377,299579.0,0.4485,0.497,673644.0,0.4595,0.344,882741.0,0.4419,-0.511,3472718.0,0.4553,-1.562,198,72,trend,-4.199
up,1743250320000,2025-03-29T12:12:00.000000000,2.1,1.593,1,2.31,164260.0,0.546,1.653,0.0033,-1.9e-05,-0.062,-1044954.0,0.5057,0.424,-2871684.0,0.5718,-0.057,-2616324.0,0.531,1.101,-4142167.0,0.527,2.006,-1,51,trend,2.859
down,1743268500000,2025-03-29T17:15:00.000000000,2.08,-1.53,1,2.2,-294663.0,0.3929,1.806,0.0036,-7.7e-05,0.13,300615.0,0.4405,1.477,-311414.0,0.5642,1.289,-2332416.0,0.5329,2.049,-2922597.0,0.5229,-0.346,12,-1,whipsaw,-2.617
up,1743269640000,2025-03-29T17:34:00.000000000,2.13,1.63,1,2.96,529567.0,0.4934,1.606,0.0041,-7.7e-05,-0.652,472869.0,0.5133,-1.163,-2021002.0,0.4958,-0.806,-1753320.0,0.5114,-0.436,-2223268.0,0.5078,0.155,4,-1,whipsaw,-0.113
up,1743296760000,2025-03-30T01:06:00.000000000,2.15,1.514,1,1.19,-1420874.0,0.5545,1.846,0.0022,-5.9e-05,-0.102,750377.0,0.5345,-0.311,977242.0,0.4572,0.558,-5497.0,0.5419,1.106,785462.0,0.5779,2.881,-1,56,trend,-2.17
down,1743372420000,2025-03-30T22:07:00.000000000,2.11,-1.52,1,2.32,-352038.0,0.4231,1.451,0.003,-4.2e-05,0.104,-694518.0,0.5259,0.507,237270.0,0.5095,1.7,214985.0,0.5463,0.852,-1658955.0,0.4528,-1.459,22,147,whipsaw,1.099
up,1743374160000,2025-03-30T22:36:00.000000000,2.15,1.505,1,3.03,214985.0,0.5514,1.491,0.0032,-4.2e-05,0.06,-1340289.0,0.4282,-0.195,-2378912.0,0.4448,-0.93,-1873940.0,0.3702,-0.953,-1624608.0,0.4353,0.6,29,-1,whipsaw,-3.454
down,1743381060000,2025-03-31T00:31:00.000000000,2.1,-1.517,1,2.38,1629500.0,0.3953,1.699,0.0046,-0.000129,-0.561,519053.0,0.3148,-0.499,420745.0,0.4373,-0.342,3912841.0,0.4676,0.599,3143376.0,0.4666,-1.498,55,13,trend,0.414
up,1743384360000,2025-03-31T01:26:00.000000000,2.13,1.6,1,2.51,1324603.0,0.4954,1.617,0.0046,-0.000129,-0.569,-1016974.0,0.3827,-0.522,-865379.0,0.499,-0.672,-1096773.0,0.5029,-1.65,-1798379.0,0.529,0.174,40,-1,whipsaw,-2.228
down,1743391200000,2025-03-31T03:20:00.000000000,2.09,-1.504,1,1.77,1103809.0,0.5149,1.583,0.0027,-0.000129,0.254,164022.0,0.6142,-0.172,1015908.0,0.5874,-0.254,859372.0,0.5808,-0.483,2290000.0,0.5523,-1.445,124,238,whipsaw,-0.909
down,1743406440000,2025-03-31T07:34:00.000000000,2.06,-1.501,1,3.6,1147947.0,0.5405,1.966,0.0033,-0.000129,-0.044,16499.0,0.4541,0.024,864899.0,0.5384,0.607,1941276.0,0.5798,0.519,2106676.0,0.5379,-1.757,-1,136,trend,-1.51
up,1743417900000,2025-03-31T10:45:00.000000000,2.06,1.632,4,2.43,-1062852.0,0.5394,1.608,0.003,-0.000101,0.398,368315.0,0.5256,0.456,1152728.0,0.5054,0.005,-403776.0,0.5024,0.141,-633343.0,0.5141,2.871,-1,66,trend,4.646
down,1743428700000,2025-03-31T13:45:00.000000000,2.06,-1.772,1,2.57,-1924804.0,0.4817,2.089,0.0032,-0.000101,0.674,328614.0,0.6209,1.062,-65378.0,0.6155,2.333,-836609.0,0.5765,2.017,-1703873.0,0.5394,-0.131,8,-1,whipsaw,-4.098
down,1743442920000,2025-03-31T17:42:00.000000000,2.09,-1.559,1,1.02,-1134468.0,0.4444,1.572,0.0031,-0.000108,-0.278,107891.0,0.4178,0.249,-378204.0,0.4708,1.058,-409927.0,0.491,1.555,-994796.0,0.4795,-0.44,30,-1,whipsaw,-2.689
up,1743495960000,2025-04-01T08:26:00.000000000,2.12,1.554,1,2.38,-1026238.0,0.5111,1.671,0.0032,1e-06,0.433,-1013253.0,0.5547,0.584,-2719662.0,0.5067,1.836,-6148665.0,0.5141,2.391,-5989035.0,0.5201,3.549,-1,21,trend,-0.386
down,1743516600000,2025-04-01T14:10:00.000000000,2.12,-1.582,1,2.72,904217.0,0.4777,2.006,0.0038,1e-06,0.095,397386.0,0.5046,0.08,1219241.0,0.4997,0.539,824843.0,0.4996,1.669,-2393124.0,0.4898,-1.012,33,11,trend,0.279
up,1743519060000,2025-04-01T14:51:00.000000000,2.15,2.089,1,4.0,-830096.0,0.4791,1.764,0.0041,1e-06,0.014,-849430.0,0.5827,0.261,-2829123.0,0.527,0.946,-5146024.0,0.5097,0.872,-3516118.0,0.4698,1.729,205,23,trend,-1.105
up,1743579240000,2025-04-02T07:34:00.000000000,2.1,1.627,1,2.06,917023.0,0.5567,1.888,0.0022,2.8e-05,-0.086,-214066.0,0.6138,-0.29,-447386.0,0.5085,0.366,-988120.0,0.5423,0.746,-944082.0,0.5012,1.525,-1,93,trend,-2.994
up,1743607920000,2025-04-02T15:32:00.000000000,2.16,1.759,1,4.05,-553709.0,0.5393,1.889,0.003,-0.000102,0.43,-5581039.0,0.5735,0.823,-3457348.0,0.5323,0.559,-4353771.0,0.5058,0.444,-4029145.0,0.4788,1.46,120,1,trend,-7.676
down,1743615720000,2025-04-02T17:42:00.000000000,2.14,-1.57,1,3.53,-1131884.0,0.482,1.785,0.003,5.1e-05,0.234,-113329.0,0.4624,0.182,334464.0,0.537,0.168,-472833.0,0.5421,0.543,-421506.0,0.5218,-2.466,135,166,whipsaw,5.423
up,1743624840000,2025-04-02T20:14:00.000000000,2.19,1.722,1,5.45,-1647467.0,0.4715,1.443,0.0046,5.1e-05,1.052,-2112552.0,0.5173,-2.489,-4216510.0,0.4968,-3.568,-3556002.0,0.4955,-4.14,126409.0,0.4788,2.155,0,2,whipsaw,-5.988
down,1743625800000,2025-04-02T20:30:00.000000000,2.12,-1.566,3,17.6,-4432292.0,0.4777,1.696,0.0136,5.1e-05,0.198,1087337.0,0.5062,-0.631,2682250.0,0.4991,0.16,3465713.0,0.5066,-1.408,6061100.0,0.4788,-6.591,-1,12,trend,3.908
up,1743635580000,2025-04-02T23:13:00.000000000,2.02,1.519,2,7.7,-2882541.0,0.492,1.969,0.0054,5.1e-05,-0.193,439760.0,0.5346,0.015,782998.0,0.454,0.751,3710741.0,0.4753,0.721,3428919.0,0.4903,2.351,-1,66,trend,1.106
down,1743683940000,2025-04-03T12:39:00.000000000,2.01,-1.531,1,2.19,2530273.0,0.4662,1.669,0.0039,-0.0002,-0.793,-786282.0,0.3775,-0.872,542918.0,0.5023,-1.057,1620842.0,0.486,0.469,1542947.0,0.466,-2.303,-1,7,trend,-2.148
up,1743687000000,2025-04-03T13:30:00.000000000,2.01,2.043,1,1.96,-538763.0,0.4727,1.847,0.0032,-0.0002,0.184,616920.0,0.4669,-0.08,603813.0,0.4368,-0.045,2169512.0,0.4629,-0.219,4973563.0,0.4301,0.872,39,-1,whipsaw,2.51
down,1743691920000,2025-04-03T14:52:00.000000000,1.96,-1.742,1,1.67,294283.0,0.4262,1.875,0.0038,-0.0002,0.346,1746882.0,0.5938,0.514,1163656.0,0.4974,1.238,-22300.0,0.448,1.503,959747.0,0.4727,-0.158,19,-1,whipsaw,-6.729
up,1743705600000,2025-04-03T18:40:00.000000000,2.05,1.506,1,0.71,23159.0,0.4611,1.435,0.0038,-0.000218,-0.41,-771263.0,0.5387,-0.405,-1053079.0,0.4731,0.786,-1871233.0,0.5265,0.049,-2168908.0,0.501,1.249,-1,29,trend,3.586
down,1743762120000,2025-04-04T10:22:00.000000000,2.06,-1.509,1,2.16,-41554.0,0.506,1.995,0.0025,-7.7e-05,0.048,-1621940.0,0.5008,0.024,-2354073.0,0.5764,-0.621,-2603669.0,0.5478,-1.362,-411868.0,0.5332,-2.255,211,33,trend,-4.32
down,1743773580000,2025-04-04T13:33:00.000000000,2.05,-1.516,1,2.05,-1813810.0,0.4743,1.637,0.0041,-7.7e-05,-0.02,36701.0,0.4784,0.743,-249786.0,0.5259,2.956,-1733670.0,0.5473,3.22,-1800353.0,0.5608,-0.269,19,-1,whipsaw,-4.226
up,1743774900000,2025-04-04T13:55:00.000000000,2.1,2.077,2,3.01,-1431094.0,0.5178,1.441,0.0063,-7.7e-05,1.416,-1076210.0,0.6015,-0.661,-2724320.0,0.5492,-0.057,-290711.0,0.5796,-0.181,-1833770.0,0.5711,2.79,15,1,trend,1.046
up,1743788820000,2025-04-04T17:47:00.000000000,2.14,1.753,1,1.83,-42330.0,0.5091,1.702,0.0039,-4e-05,-0.154,-407034.0,0.5823,-0.005,18950.0,0.5226,-0.663,127818.0,0.4754,-0.696,1092225.0,0.4838,0.462,57,-1,whipsaw,-0.635
down,1743963540000,2025-04-06T18:19:00.000000000,2.02,-1.605,1,7.88,3887877.0,0.4526,1.936,0.0043,6e-06,-0.079,1327668.0,0.4891,-0.585,2667122.0,0.4931,-1.423,4132038.0,0.4762,-0.649,7026983.0,0.4783,-4.06,-1,25,trend,4.858
down,1743971700000,2025-04-06T20:35:00.000000000,1.97,-1.583,4,6.85,1620056.0,0.4435,1.701,0.0039,6e-06,0.198,-2309324.0,0.4742,-0.172,-418902.0,0.5019,-0.218,-1045654.0,0.4866,-0.02,-1413989.0,0.4941,-5.514,41,1,trend,1.694
up,1743973560000,2025-04-06T21:06:00.000000000,1.98,1.713,1,13.92,-1045654.0,0.4848,1.458,0.0099,6e-06,-0.298,-138109.0,0.4807,0.652,-1150068.0,0.522,-0.202,-368335.0,0.4966,-0.865,-593120.0,0.4761,0.946,51,-1,whipsaw,-2.989
up,1743983160000,2025-04-06T23:46:00.000000000,1.93,1.731,2,13.99,-3594109.0,0.507,1.695,0.0069,6e-06,-0.698,-486662.0,0.4433,-0.264,-659734.0,0.4797,-1.857,-1104143.0,0.4617,-2.42,1207918.0,0.5161,1.071,6,98,whipsaw,-1.872
down,1743993480000,2025-04-07T02:38:00.000000000,1.9,-1.706,5,2.54,1531025.0,0.5019,1.726,0.0036,-8.1e-05,-0.026,239540.0,0.4726,-0.068,-151301.0,0.4653,-0.663,1280324.0,0.4692,-4.255,1648225.0,0.4691,-11.833,-1,33,trend,-0.831
up,1743999660000,2025-04-07T04:21:00.000000000,1.83,1.542,1,3.79,1283376.0,0.5061,1.77,0.0048,-8.1e-05,-0.53,-538868.0,0.54,-1.551,-439477.0,0.4733,-1.639,2066908.0,0.4379,-1.442,768561.0,0.4517,0.213,11,-1,whipsaw,4.398
up,1744010040000,2025-04-07T07:14:00.000000000,1.68,1.587,3,13.88,-4829113.0,0.4748,1.954,0.0115,-8.1e-05,1.437,-2375836.0,0.5751,-0.333,-5391752.0,0.537,0.695,-6387336.0,0.5604,0.897,-11039728.0,0.5606,7.797,20,4,trend,10.297
down,1744017180000,2025-04-07T09:13:00.000000000,1.76,-2.041,1,3.21,-3013863.0,0.4537,1.746,0.0051,9.8e-05,-0.922,-886909.0,0.4365,0.353,-857314.0,0.5475,0.786,185810.0,0.5327,1.03,356740.0,0.5361,-0.985,31,-1,whipsaw,-6.718
down,1744025640000,2025-04-07T11:34:00.000000000,1.76,-1.789,1,1.5,-53307.0,0.4329,1.972,0.0037,9.8e-05,-0.278,890382.0,0.3768,-0.641,2107718.0,0.4325,0.131,2109005.0,0.4585,1.578,1677046.0,0.4628,-0.863,52,-1,whipsaw,-9.267
up,1744028880000,2025-04-07T12:28:00.000000000,1.8,1.809,3,1.15,1378711.0,0.4482,1.492,0.007,9.8e-05,0.401,-2075920.0,0.5401,-1.192,-1139625.0,0.4686,0.039,-2793609.0,0.5,-0.757,-2341588.0,0.5015,12.003,11,83,whipsaw,8.204
down,1744032900000,2025-04-07T13:35:00.000000000,1.78,-1.651,3,1.63,-782736.0,0.5368,1.898,0.0072,9.8e-05,-0.969,861747.0,0.537,0.8,571955.0,0.5008,6.044,-8325270.0,0.5047,5.222,-18752719.0,0.4959,-1.532,15,3,trend,-10.472
up,1744046160000,2025-04-07T17:16:00.000000000,1.89,1.633,1,1.39,3305872.0,0.4526,2.337,0.0049,-0.00033,-0.668,64932.0,0.3826,0.095,-272222.0,0.4563,1.782,-2652578.0,0.4851,1.315,-3232121.0,0.4681,3.431,-1,20,trend,-2.174
down,1744053060000,2025-04-07T19:11:00.000000000,1.89,-1.633,2,0.62,-321530.0,0.4179,1.952,0.005,-0.00033,0.445,-186449.0,0.5525,0.154,841091.0,0.5361,0.605,4902.0,0.4966,1.251,-249468.0,0.5024,-0.17,9,-1,whipsaw,2.275
up,1744054620000,2025-04-07T19:37:00.000000000,1.92,1.61,3,0.52,916875.0,0.5248,1.807,0.0038,-0.00033,-1.001,-404520.0,0.4409,-0.938,-817529.0,0.4706,-0.646,-761573.0,0.487,1.23,-1375074.0,0.4694,1.647,4,56,whipsaw,-5.274
down,1744068360000,2025-04-07T23:26:00.000000000,1.91,-1.526,2,0.44,-221322.0,0.5251,1.677,0.003,-0.00033,0.037,600267.0,0.5556,-0.356,1620111.0,0.5181,-0.796,818074.0,0.5214,-0.89,-753654.0,0.5189,-2.68,163,38,trend,6.087
up,1744075680000,2025-04-08T01:28:00.000000000,1.89,1.637,1,0.87,1673122.0,0.4579,1.783,0.0033,-0.00025,0.407,-849689.0,0.5717,1.225,-948050.0,0.5046,1.606,-1180052.0,0.5391,1.843,-1354030.0,0.5276,2.234,-1,9,trend,-8.762
down,1744089900000,2025-04-08T05:25:00.000000000,1.88,-1.568,1,0.5,-553053.0,0.4114,1.666,0.0029,-0.00025,-0.048,-240786.0,0.4214,0.223,148922.0,0.5111,0.356,105405.0,0.4928,-0.377,1147556.0,0.4574,-1.885,-1,81,trend,4.067
up,1744111800000,2025-04-08T11:30:00.000000000,1.92,1.559,2,1.23,428077.0,0.5047,1.699,0.0035,-0.000188,0.328,1191479.0,0.5219,0.983,1579858.0,0.5033,2.341,1985380.0,0.5251,1.166,3554373.0,0.5269,2.763,205,16,trend,-6.468
down,1744115880000,2025-04-08T12:38:00.000000000,1.93,-1.569,5,2.35,295765.0,0.4996,2.068,0.0035,-0.000188,-0.016,1637301.0,0.5039,0.958,1029500.0,0.5361,0.885,180114.0,0.4888,1.02,2136983.0,0.4702,-3.173,18,135,whipsaw,8.287
up,1744134780000,2025-04-08T17:53:00.000000000,1.86,1.892,1,4.27,-3676847.0,0.4796,2.092,0.0049,-0.000119,0.113,-1763670.0,0.5951,-0.28,-1574339.0,0.4978,0.387,-142179.0,0.5119,-0.28,-1573751.0,0.4977,1.238,74,37,trend,9.918
down,1744147140000,2025-04-08T21:19:00.000000000,1.81,-1.565,2,1.27,565357.0,0.506,1.717,0.0025,-0.000119,0.353,-151926.0,0.4985,-0.033,-984642.0,0.4725,0.574,-2415955.0,0.4952,0.055,-3383298.0,0.4846,-4.134,-1,75,trend,-14.566
up,1744158720000,2025-04-09T00:32:00.000000000,1.81,1.672,2,2.35,271129.0,0.5504,1.541,0.0068,9.5e-05,-0.905,-503793.0,0.5642,-1.495,-1379938.0,0.508,-1.926,-1586997.0,0.5274,-4.171,-1642868.0,0.4796,0.083,6,-1,whipsaw,11.786
down,1744159980000,2025-04-09T00:53:00.000000000,1.78,-1.501,1,1.35,-2324010.0,0.5397,1.775,0.0041,9.5e-05,0.27,406938.0,0.4872,-0.911,58891.0,0.492,-2.598,-1605160.0,0.4559,-0.028,-3849135.0,0.4797,-3.161,225,16,trend,-13.571
down,1744167840000,2025-04-09T03:04:00.000000000,1.76,-1.564,1,1.59,1167092.0,0.4211,1.724,0.0039,9.5e-05,-0.074,1696159.0,0.4074,-0.323,1654089.0,0.506,-0.454,3153375.0,0.4797,0.085,4275195.0,0.495,-1.299,69,26,trend,-13.787
up,1744171920000,2025-04-09T04:12:00.000000000,1.77,1.878,2,1.64,-245977.0,0.5275,1.781,0.0048,9.5e-05,0.44,-1361467.0,0.5838,-0.265,-1603590.0,0.5165,0.88,-2398770.0,0.5406,1.517,-1626508.0,0.5343,3.671,-1,26,trend,12.676
down,1744196940000,2025-04-09T11:09:00.000000000,1.79,-1.527,1,2.11,171839.0,0.4182,1.688,0.0038,-8.2e-05,0.552,255735.0,0.4945,-0.033,1073938.0,0.4454,-1.322,2419253.0,0.4715,-0.374,3698068.0,0.4945,-1.629,6,25,whipsaw,-11.501
up,1744203240000,2025-04-09T12:54:00.000000000,1.8,1.514,2,1.19,2182499.0,0.5485,1.629,0.0045,-8.2e-05,-0.499,-765001.0,0.4084,-0.593,-296876.0,0.4577,-0.748,-99549.0,0.4384,1.514,-1489898.0,0.4798,3.41,32,38,whipsaw,11.227
up,1744217940000,2025-04-09T16:59:00.000000000,1.86,1.57,4,1.4,-818271.0,0.4871,1.762,0.0036,-2.2e-05,1.052,-598037.0,0.5728,0.3,-3476763.0,0.4423,6.707,-15383575.0,0.4442,11.113,-15581382.0,0.4644,11.923,-1,5,trend,4.744
down,1744224780000,2025-04-09T18:53:00.000000000,2.02,-1.632,1,2.45,-731931.0,0.4329,1.71,0.008,-2.2e-05,-0.575,1336716.0,0.4243,-0.352,1734940.0,0.4841,0.976,3931963.0,0.4886,1.179,5967106.0,0.4682,-0.803,26,-1,whipsaw,3.131
down,1744245000000,2025-04-10T00:30:00.000000000,2.02,-1.547,1,1.01,1961512.0,0.3941,1.726,0.0034,4.7e-05,-0.119,1041462.0,0.5181,-0.509,2040017.0,0.4664,0.464,1678591.0,0.5161,-0.089,799740.0,0.5207,-2.643,-1,156,trend,2.86
down,1744254660000,2025-04-10T03:11:00.000000000,1.99,-1.509,1,0.86,-33384.0,0.5095,1.684,0.0021,4.7e-05,-0.311,-159617.0,0.4273,-0.487,92430.0,0.4983,0.136,-569559.0,0.5201,0.166,-1706336.0,0.5328,-1.029,137,9,trend,-0.131
up,1744288200000,2025-04-10T12:30:00.000000000,2.04,1.755,2,2.46,-2114157.0,0.529,2.135,0.0035,3e-06,-0.84,-992641.0,0.4883,-1.032,-748532.0,0.4932,-1.7,517373.0,0.4754,-0.875,245440.0,0.4903,0.486,4,-1,whipsaw,-1.012
down,1744290000000,2025-04-10T13:00:00.000000000,2.0,-1.7,1,2.4,517373.0,0.4754,2.03,0.0041,3e-06,-0.23,569204.0,0.484,-0.365,583219.0,0.4817,0.84,-271933.0,0.5057,-0.635,-353976.0,0.4662,-3.904,84,43,trend,0.01
down,1744297560000,2025-04-10T15:06:00.000000000,2.0,-1.54,1,1.17,-199992.0,0.4133,1.935,0.0035,3e-06,-0.16,478443.0,0.3957,-0.692,-1133908.0,0.4345,-3.112,-1444122.0,0.4436,-2.852,1181012.0,0.4702,-3.659,-1,18,trend,-0.05
up,1744335120000,2025-04-11T01:32:00.000000000,1.99,1.6,1,1.35,-545537.0,0.4818,1.72,0.0029,-0.000128,-0.055,-652912.0,0.5918,0.171,-855969.0,0.4752,0.0,-741173.0,0.4748,0.699,-1775359.0,0.4627,1.217,-1,162,trend,1.242
up,1744394520000,2025-04-11T18:02:00.000000000,2.05,1.741,1,3.62,838080.0,0.5462,1.85,0.0032,-2.9e-05,0.176,747244.0,0.4741,0.337,2368680.0,0.4268,0.523,3076634.0,0.4389,0.024,2975104.0,0.4539,0.924,-1,-1,partial,3.798
up,1744464420000,2025-04-12T13:27:00.000000000,2.1,1.52,1,4.08,-884131.0,0.5274,1.657,0.0029,3.4e-05,0.243,773529.0,0.5169,1.168,2292044.0,0.4786,2.628,3379399.0,0.4895,2.871,8945187.0,0.4747,4.254,-1,15,trend,2.971
up,1744537860000,2025-04-13T09:51:00.000000000,2.21,1.6,1,3.87,-118114.0,0.5499,1.637,0.0036,0.0001,0.679,-382486.0,0.5932,0.765,-1153855.0,0.5195,-0.371,-838791.0,0.4888,0.457,-541754.0,0.4848,1.706,117,9,trend,-3.946
down,1744540200000,2025-04-13T10:30:00.000000000,2.2,-1.843,3,5.86,-1652624.0,0.4672,1.798,0.0045,0.0001,0.623,-999286.0,0.414,0.364,-90250.0,0.4058,0.873,579361.0,0.4627,0.923,2164480.0,0.4743,-2.987,31,110,whipsaw,2.578
down,1744573260000,2025-04-13T19:41:00.000000000,2.1,-2.291,1,4.36,-2745853.0,0.4503,1.909,0.0037,6.8e-05,0.143,-3748512.0,0.4759,0.994,-5110303.0,0.4532,1.408,-5675578.0,0.4902,0.566,-4986457.0,0.4678,-1.065,9,200,whipsaw,-2.935
up,1744575300000,2025-04-13T20:15:00.000000000,2.14,1.572,1,4.06,-2376527.0,0.5051,1.657,0.007,6.8e-05,-0.201,733752.0,0.458,-0.313,951555.0,0.4249,-1.282,1668584.0,0.438,-1.688,942819.0,0.4596,0.187,23,-1,whipsaw,0.664
up,1744597860000,2025-04-14T02:31:00.000000000,2.17,1.95,1,1.64,-178106.0,0.603,1.881,0.0026,5.2e-05,-0.074,-797219.0,0.5245,-0.507,-941051.0,0.52,-0.908,-932638.0,0.5438,-1.193,-275254.0,0.5676,0.475,29,-1,whipsaw,-2.064
down,1744638360000,2025-04-14T13:46:00.000000000,2.13,-1.522,1,2.55,629371.0,0.4541,1.764,0.0036,-5e-06,0.432,-460104.0,0.5714,0.291,-1173100.0,0.5566,0.569,-1717671.0,0.5285,1.739,-2822333.0,0.5278,-1.053,38,145,whipsaw,-2.171
down,1744645740000,2025-04-14T15:49:00.000000000,2.11,-1.601,1,2.73,492125.0,0.4606,1.864,0.0041,-5e-06,0.208,149792.0,0.4988,0.331,312610.0,0.5357,0.492,781545.0,0.5212,1.235,-375201.0,0.5321,-0.397,53,-1,whipsaw,-0.903
up,1744708140000,2025-04-15T09:09:00.000000000,2.18,1.568,1,3.41,1592641.0,0.5418,1.509,0.0027,8.8e-05,-0.449,-328767.0,0.4878,-0.298,-380517.0,0.5134,-0.719,-259804.0,0.5037,-0.825,1192101.0,0.5258,0.06,27,-1,whipsaw,-4.837
down,1744726800000,2025-04-15T14:20:00.000000000,2.14,-1.747,1,4.06,-1454036.0,0.4862,1.931,0.0029,8.8e-05,-0.075,-675717.0,0.4574,-0.154,791184.0,0.5036,0.14,-956699.0,0.5097,0.369,108974.0,0.5,-1.792,-1,183,trend,2.726
up,1744792800000,2025-04-16T08:40:00.000000000,2.07,1.53,1,3.31,-2524745.0,0.5047,1.827,0.0033,-9.1e-05,0.082,-1744613.0,0.5135,0.014,-1609560.0,0.4907,0.425,-1816612.0,0.5048,0.3,-1670535.0,0.4676,1.164,-1,202,trend,1.43
down,1744825380000,2025-04-16T17:43:00.000000000,2.08,-1.709,1,3.63,-156864.0,0.4599,1.92,0.0038,-0.00012,-0.193,-2390211.0,0.4743,-1.084,-2221580.0,0.4761,0.698,-3612283.0,0.4852,-0.096,-4269844.0,0.4991,-1.411,27,8,trend,-0.713
up,1744827900000,2025-04-16T18:25:00.000000000,2.09,1.725,2,4.3,-1518702.0,0.5086,1.748,0.0062,-0.00012,-0.057,-277566.0,0.6052,-0.483,-529562.0,0.5364,-0.32,-770270.0,0.542,-1.032,49869.0,0.4985,1.209,17,91,whipsaw,0.282
