direction,anchor_ts,anchor_dt,trigger_price,move_pct,n_triggers,vol_spike,oi_delta_win,taker_win,wick_ratio,accel,funding_at_anchor,move_t5,oi_delta_t5,taker_t5,move_t15,oi_delta_t15,taker_t15,move_t30,oi_delta_t30,taker_t30,move_t60,oi_delta_t60,taker_t60,fwd_extreme_pct,bars_to_return,bars_to_continue,outcome,move_24h_signed
down,1732378920000,2024-11-23T16:22:00.000000000,3403.89,-1.686,1,4.27,-12244.8,0.508,1.531,6.0886,0.00037,0.28,-6326.4,0.4967,-0.126,-9784.4,0.492,0.15,-8072.9,0.4692,0.297,-4468.1,0.4626,-0.79,-1,-1,partial,2.776
down,1732452120000,2024-11-24T12:42:00.000000000,3299.19,-1.546,1,3.95,2450.0,0.4622,1.569,6.6131,0.000237,-0.076,-1548.9,0.4518,0.281,-2367.0,0.4815,0.926,-2961.3,0.4955,0.764,-2757.9,0.4855,-0.539,29,-1,whipsaw,-5.571
down,1732497840000,2024-11-25T01:24:00.000000000,3304.0,-1.632,1,2.23,-7538.6,0.4371,1.939,3.6321,0.000173,0.374,-1631.5,0.4636,0.472,4599.0,0.4935,0.53,2861.0,0.4712,1.275,2775.4,0.4818,-0.121,38,-1,whipsaw,-4.395
up,1732527180000,2024-11-25T09:33:00.000000000,3467.99,1.522,1,3.49,10646.5,0.6029,1.674,3.65,0.000239,0.231,750.2,0.6099,0.283,903.9,0.542,-0.193,-4381.4,0.503,0.513,11698.1,0.5391,1.702,-1,63,trend,-2.642
down,1732546020000,2024-11-25T14:47:00.000000000,3459.12,-1.614,2,5.92,19477.4,0.483,1.769,7.0462,0.000239,-0.842,-6513.9,0.427,-1.239,-23654.4,0.4578,-1.397,-56464.4,0.4613,0.081,-26462.5,0.4812,-3.192,67,6,trend,2.923
up,1732549140000,2024-11-25T15:39:00.000000000,3448.84,1.815,1,10.39,-3710.2,0.4968,1.84,9.01,0.000239,0.525,103.1,0.5165,1.628,6538.6,0.535,1.645,28867.7,0.5152,0.922,15368.7,0.4911,2.836,-1,12,trend,-3.574
down,1732571100000,2024-11-25T21:45:00.000000000,3420.32,-1.65,1,1.58,-5492.3,0.4685,1.869,5.0379,0.000318,0.307,-3261.5,0.5149,0.627,-2704.0,0.5075,0.289,281.4,0.499,-0.302,-114.3,0.4596,-1.658,74,40,trend,3.056
up,1732575300000,2024-11-25T22:55:00.000000000,3445.06,1.55,1,4.11,19682.2,0.5168,1.409,8.2766,0.000318,0.166,-7808.9,0.5022,0.498,-12989.8,0.5609,0.268,-14593.7,0.5223,-0.945,-22213.1,0.4702,0.765,54,-1,whipsaw,-3.392
down,1732645740000,2024-11-26T18:29:00.000000000,3271.3,-1.661,1,1.83,858.2,0.3373,1.524,5.3641,0.000182,-0.238,-8552.7,0.3658,-0.057,-14471.8,0.4192,0.337,-17727.0,0.4755,0.406,-22220.8,0.4967,-0.59,91,-1,whipsaw,-9.39
up,1732681200000,2024-11-27T04:20:00.000000000,3409.81,1.583,1,2.23,11821.7,0.6498,1.458,3.1431,0.000211,0.164,470.7,0.6006,0.635,8941.7,0.6368,-0.119,19574.5,0.5288,-0.581,16629.9,0.4742,1.053,-1,151,trend,5.182
up,1732704120000,2024-11-27T10:42:00.000000000,3477.0,1.736,1,2.57,813.0,0.6755,1.471,2.5928,0.000209,0.012,-2963.6,0.4802,-0.524,-1453.0,0.4261,-0.755,-1340.6,0.4705,-0.302,2532.4,0.4953,0.887,34,-1,whipsaw,3.936
down,1733111760000,2024-12-02T03:56:00.000000000,3684.17,-1.614,1,3.01,-5958.6,0.4122,1.702,2.9852,0.000361,0.206,4115.8,0.4138,-0.423,3681.6,0.3918,-0.401,-950.1,0.4215,0.15,3112.0,0.4702,-0.927,-1,-1,partial,1.186
down,1733128020000,2024-12-02T08:27:00.000000000,3609.42,-1.582,1,8.21,-16358.4,0.5209,1.564,5.9434,0.000293,0.547,-2230.1,0.6116,-0.05,-11521.9,0.4916,-0.093,-15823.1,0.4663,0.222,-10446.1,0.4673,-1.104,-1,130,trend,-0.506
down,1733157660000,2024-12-02T16:41:00.000000000,3619.08,-1.548,2,1.92,-10379.8,0.4712,1.637,4.2641,0.000284,0.32,-4305.3,0.4883,0.23,-5572.0,0.5217,0.501,-7279.0,0.5436,-0.422,-10054.8,0.4817,-1.789,-1,70,trend,1.516
up,1733164080000,2024-12-02T18:28:00.000000000,3617.63,1.687,1,1.9,4931.2,0.5696,1.559,3.2559,0.000284,0.055,624.7,0.6302,0.287,-691.5,0.5892,0.165,-6996.9,0.5396,-0.532,-10356.8,0.5223,0.422,-1,-1,partial,-1.289
down,1733234100000,2024-12-03T13:55:00.000000000,3542.0,-1.509,1,4.42,9012.5,0.4678,1.812,6.7352,0.000347,0.207,2459.8,0.4559,0.599,10511.5,0.5313,0.4,13733.7,0.5025,0.994,11042.8,0.529,-1.186,55,39,trend,-4.475
up,1733238240000,2024-12-03T15:04:00.000000000,3588.1,2.47,1,7.57,-1111.6,0.5782,1.768,6.4848,0.000347,0.034,135.9,0.4787,0.111,7704.5,0.509,-0.797,1020.1,0.5055,-0.27,-17081.0,0.5365,0.254,103,-1,whipsaw,6.006
up,1733273940000,2024-12-04T00:59:00.000000000,3691.87,1.643,1,3.61,298.5,0.6063,1.524,4.9466,0.000187,-0.248,1449.3,0.596,0.156,5584.3,0.5524,-0.067,9383.0,0.5273,-0.158,12582.8,0.5221,0.425,69,-1,whipsaw,2.832
down,1733279100000,2024-12-04T02:25:00.000000000,3638.73,-1.581,1,4.14,-1376.0,0.536,1.797,4.301,0.000187,0.062,-520.6,0.5592,0.157,-1152.6,0.4965,0.214,-1114.8,0.4918,0.777,5511.7,0.5141,-0.148,63,-1,whipsaw,-4.874
up,1733323680000,2024-12-04T14:48:00.000000000,3766.0,1.638,1,2.6,11017.6,0.5486,1.629,5.6514,0.000159,0.372,2182.6,0.5532,0.903,6462.3,0.5306,1.05,15317.8,0.5269,1.862,11435.7,0.5298,2.32,-1,16,trend,4.705
up,1733366580000,2024-12-05T02:43:00.000000000,3874.19,1.657,1,2.71,-1326.5,0.4777,1.577,6.8579,0.000237,-0.429,2280.6,0.4849,-0.444,-6013.1,0.5038,-0.153,-1069.6,0.5348,-0.661,-9506.4,0.535,0.795,58,-1,whipsaw,-0.082
up,1733387580000,2024-12-05T08:33:00.000000000,3921.4,1.77,1,1.76,13654.4,0.5886,1.748,3.3941,0.000495,-0.092,2099.6,0.5471,-0.794,-612.7,0.4653,-0.418,-1439.2,0.5143,0.015,1303.9,0.5559,0.558,-1,-1,partial,-0.571
down,1733412480000,2024-12-05T15:28:00.000000000,3864.61,-1.588,1,2.23,-6084.4,0.3969,1.813,4.3362,0.000495,0.725,2022.9,0.5172,0.346,5326.8,0.4574,0.727,9984.7,0.4893,0.744,5975.4,0.4885,-0.127,34,-1,whipsaw,-4.062
down,1733428860000,2024-12-05T20:01:00.000000000,3819.01,-1.572,1,1.79,-7734.7,0.4352,1.603,7.3872,0.000312,0.466,75.4,0.5065,-0.341,-1374.8,0.4928,-0.86,-814.0,0.4636,0.089,-4194.6,0.4837,-3.719,117,146,whipsaw,-6.436
down,1733437560000,2024-12-05T22:26:00.000000000,3791.97,-1.6,1,1.19,-10424.8,0.4907,1.499,4.6962,0.000312,0.512,-32928.8,0.4375,-0.257,-17779.9,0.4355,0.174,-14176.0,0.4802,0.449,1617.7,0.4975,-3.032,24,2,trend,-6.403
up,1733439480000,2024-12-05T22:58:00.000000000,3805.61,2.411,2,5.47,-14176.0,0.4911,1.619,10.7928,0.000312,-0.746,-1700.9,0.4819,-0.438,1391.1,0.466,0.01,15793.7,0.5126,-0.46,11545.3,0.5212,2.17,9,103,whipsaw,5.678
up,1733496720000,2024-12-06T14:52:00.000000000,3950.58,1.594,1,3.26,5357.3,0.5239,1.618,7.0186,0.000255,0.785,1488.9,0.6476,1.13,10138.3,0.5665,1.378,27245.8,0.5656,0.947,39878.9,0.5025,2.719,-1,11,trend,1.17
up,1733755980000,2024-12-09T14:53:00.000000000,3940.24,1.5,1,4.42,10480.7,0.5382,1.735,4.3076,0.0001,-0.077,-756.9,0.492,-0.727,-8471.1,0.4526,-1.998,-16794.9,0.467,-3.399,-16389.8,0.481,0.146,20,-1,whipsaw,-6.292
down,1733757480000,2024-12-09T15:18:00.000000000,3868.59,-1.604,1,4.87,-14719.6,0.4517,1.612,5.6121,0.0001,-0.183,-1107.0,0.5601,-0.437,-2397.0,0.5225,-1.565,-1909.4,0.5043,-0.826,-4097.3,0.5146,-1.661,-1,17,trend,5.407
down,1733778060000,2024-12-09T21:01:00.000000000,3721.94,-1.645,2,6.4,2675.1,0.4432,1.565,12.1383,0.000134,-2.497,-65428.3,0.3189,-0.364,-88247.4,0.456,-0.199,-75348.1,0.4864,-0.369,-77897.8,0.5006,-5.721,211,2,trend,2.052
up,1733779980000,2024-12-09T21:33:00.000000000,3714.5,1.734,3,14.23,-75348.1,0.5103,1.883,16.0614,0.000134,0.587,-2045.3,0.6239,-0.256,1522.8,0.5325,-0.374,-2549.7,0.5076,0.275,-24195.0,0.4843,1.784,32,178,whipsaw,-1.355
down,1733800260000,2024-12-10T03:11:00.000000000,3664.74,-1.729,1,2.11,-3060.3,0.4338,1.851,4.4003,0.0001,-0.006,-6636.5,0.4236,-1.09,-7740.6,0.4493,-0.089,-11314.0,0.4931,-0.169,-7531.7,0.4771,-1.354,91,15,trend,0.131
up,1733802900000,2024-12-10T03:55:00.000000000,3690.69,1.543,1,3.26,1084.3,0.5164,1.858,6.2921,0.0001,-0.457,-456.9,0.4052,-0.723,-875.5,0.4206,-0.68,4167.7,0.4378,0.317,3050.2,0.4608,1.435,18,151,whipsaw,-0.628
down,1733842560000,2024-12-10T14:56:00.000000000,3661.13,-1.577,3,2.8,-10254.4,0.4981,1.743,7.0979,0.0001,0.297,-1633.5,0.4656,0.447,-1969.8,0.5009,-1.078,-1353.5,0.4534,-2.319,-2645.9,0.4797,-3.967,-1,30,trend,-2.777
up,1733855940000,2024-12-10T18:39:00.000000000,3582.31,1.727,1,1.56,-4650.3,0.5591,1.808,5.3962,0.0001,0.215,-1523.7,0.5523,0.04,1913.7,0.5776,0.449,-1676.3,0.5544,1.041,849.2,0.5589,2.537,-1,42,trend,5.959
up,1733884380000,2024-12-11T02:33:00.000000000,3624.5,1.582,1,0.95,-2843.2,0.5291,1.78,3.851,0.0001,0.164,-85.1,0.5693,0.717,1079.6,0.6146,0.818,1774.2,0.5656,0.978,1325.8,0.5599,1.573,-1,29,trend,5.499
up,1733972280000,2024-12-12T02:58:00.000000000,3881.43,1.603,1,2.38,2749.9,0.5885,1.363,3.3531,0.0001,-0.657,5203.5,0.5004,-0.086,-1859.5,0.5411,0.844,5355.5,0.5605,1.256,15407.2,0.5242,1.71,-1,41,trend,0.636
down,1734032160000,2024-12-12T19:36:00.000000000,3863.5,-1.693,1,2.9,-24726.4,0.4276,1.925,4.4697,0.0001,0.027,-5010.3,0.4381,0.556,-10163.4,0.4806,0.645,-5688.0,0.4873,0.566,-5290.8,0.4773,-0.71,-1,-1,partial,-1.431
down,1734105060000,2024-12-13T15:51:00.000000000,3895.39,-1.554,1,2.65,-8617.7,0.4817,1.764,5.0245,0.0001,-0.327,-16885.1,0.3976,-0.051,-29083.4,0.4557,-0.101,-25087.0,0.4478,0.932,-15677.1,0.477,-0.421,60,-1,whipsaw,0.164
up,1734371100000,2024-12-16T17:45:00.000000000,4039.2,1.508,1,6.58,11313.2,0.6348,1.686,3.929,0.0001,-0.48,7598.7,0.5063,-0.03,13555.5,0.4956,0.084,23160.8,0.4568,0.975,41564.6,0.4727,1.698,-1,58,trend,-1.498
down,1734376920000,2024-12-16T19:22:00.000000000,4036.79,-1.644,1,5.48,-533.1,0.4154,1.68,7.56,0.0001,0.112,3786.2,0.4861,0.374,3150.1,0.4434,0.557,4428.8,0.4308,0.711,3707.2,0.4374,-0.599,-1,-1,partial,2.414
down,1734448740000,2024-12-17T15:19:00.000000000,3953.39,-1.579,1,3.5,4082.9,0.499,1.636,7.6148,0.0001,-0.281,1749.0,0.3729,-0.31,-5526.6,0.4189,-0.26,-3189.4,0.4469,-0.212,19001.2,0.4611,-0.931,-1,-1,partial,2.531
down,1734475380000,2024-12-17T22:43:00.000000000,3867.1,-1.503,1,3.34,-20693.4,0.4385,1.502,5.9679,0.0001,0.37,-9765.2,0.3764,0.486,-10996.5,0.4519,-0.212,-17777.6,0.4233,0.469,-20619.8,0.4678,-0.839,-1,-1,partial,4.885
down,1734551820000,2024-12-18T19:57:00.000000000,3782.39,-1.708,1,6.08,6360.8,0.4144,1.497,7.8786,0.0001,-0.391,-11776.7,0.3413,-1.612,-3392.6,0.3816,-2.015,-10635.3,0.4418,-1.955,475.0,0.4731,-4.362,-1,10,trend,9.291
down,1734574260000,2024-12-19T02:11:00.000000000,3557.36,-1.768,1,5.26,-2009.2,0.4544,1.764,5.2176,6.1e-05,0.277,-6112.6,0.4159,0.726,-12909.7,0.4388,0.688,-12623.0,0.4735,2.921,-7273.6,0.4967,-0.426,7,-1,whipsaw,4.699
up,1734576900000,2024-12-19T02:55:00.000000000,3640.78,1.607,1,4.28,3048.3,0.5062,1.968,6.0462,6.1e-05,0.176,419.0,0.4962,0.607,2587.7,0.5477,0.308,4402.9,0.514,0.839,8837.1,0.5388,1.418,-1,174,trend,-5.254
down,1734620460000,2024-12-19T15:01:00.000000000,3627.0,-1.915,1,3.4,-9100.8,0.4255,1.867,6.3876,7.4e-05,-0.304,-3377.2,0.4425,-0.615,-2548.3,0.4744,-1.257,-7771.2,0.4609,-0.498,-1175.8,0.493,-6.397,-1,19,trend,7.951
down,1734629160000,2024-12-19T17:26:00.000000000,3554.05,-1.794,1,2.69,-2503.0,0.4473,1.841,4.2166,7.4e-05,-0.945,-2535.1,0.337,-0.789,-1112.9,0.3905,-2.506,-23112.4,0.3975,-2.481,-20105.7,0.4404,-6.394,-1,5,trend,3.688
up,1734634080000,2024-12-19T18:48:00.000000000,3492.09,1.632,3,4.81,1813.2,0.5153,1.682,10.8252,7.4e-05,0.25,1254.2,0.5602,0.501,7288.1,0.5592,0.184,6790.3,0.5287,-2.03,4160.7,0.5013,1.048,47,19,trend,-1.456
down,1734636840000,2024-12-19T19:34:00.000000000,3463.98,-1.501,2,2.27,-943.0,0.5039,1.868,5.9514,7.4e-05,-0.742,-463.0,0.4033,-1.18,-2184.4,0.4317,-1.732,-1364.5,0.4418,-3.009,-21303.7,0.4643,-3.96,-1,6,trend,-0.523
down,1734653880000,2024-12-20T00:18:00.000000000,3389.0,-1.593,1,1.45,-1600.1,0.4383,1.793,6.3303,0.0001,0.041,-1122.5,0.4078,0.719,-848.8,0.4464,1.192,-1736.8,0.4184,0.5,-2129.0,0.4186,-0.547,13,-1,whipsaw,-1.809
up,1734661680000,2024-12-20T02:28:00.000000000,3431.38,1.584,1,1.94,33.4,0.4068,1.801,4.911,0.0001,0.162,1574.3,0.4614,0.682,3618.5,0.4835,0.748,3122.3,0.4628,0.146,5483.7,0.4096,0.997,147,-1,whipsaw,1.249
up,1734678420000,2024-12-20T07:07:00.000000000,3397.69,1.525,1,2.07,2936.6,0.4471,1.616,6.1169,0.0001,0.142,-732.6,0.416,0.355,8930.4,0.4146,0.373,10890.2,0.4548,-1.156,4105.3,0.4876,0.614,59,-1,whipsaw,3.917
down,1734682020000,2024-12-20T08:07:00.000000000,3358.4,-1.524,3,1.6,-6785.0,0.5248,1.721,4.8834,0.0001,-0.5,-1065.2,0.4571,-0.488,4568.2,0.489,-1.372,9000.3,0.4609,-2.185,-4174.4,0.4602,-7.638,-1,22,trend,-4.703
up,1734691440000,2024-12-20T10:44:00.000000000,3214.71,2.084,5,5.14,-28403.1,0.4839,1.618,11.93,0.0001,-0.513,1786.2,0.4628,-0.87,2936.2,0.4736,-0.871,5238.3,0.5022,-2.994,-6934.9,0.4956,4.422,16,116,whipsaw,7.673
down,1734787380000,2024-12-21T13:23:00.000000000,3364.4,-1.52,1,2.83,-489.8,0.4397,1.825,4.1397,0.0001,-0.178,953.6,0.4218,0.712,6095.0,0.4735,0.718,3627.4,0.4637,1.088,4711.4,0.4876,-0.517,22,-1,whipsaw,-0.463
up,1734789660000,2024-12-21T14:01:00.000000000,3403.98,1.513,1,3.24,1336.9,0.4615,1.782,6.2631,0.0001,0.012,1575.2,0.546,0.273,263.7,0.5428,0.196,-1023.8,0.5327,-0.846,-3734.0,0.4866,0.438,124,-1,whipsaw,-0.795
down,1734877620000,2024-12-22T14:27:00.000000000,3323.03,-1.505,1,1.79,-3331.5,0.4656,1.698,4.8514,0.0001,-0.126,117.1,0.4533,-0.404,3597.0,0.4866,-1.039,3337.9,0.4649,-0.289,1014.9,0.4937,-1.445,-1,28,trend,-0.766
down,1734897480000,2024-12-22T19:58:00.000000000,3239.99,-1.525,1,3.78,-4277.6,0.4607,1.895,4.8162,5.4e-05,-0.147,-9.8,0.4277,-0.206,3936.3,0.4388,0.735,4836.2,0.5078,1.499,2693.4,0.5216,-0.583,45,-1,whipsaw,-2.976
down,1734905220000,2024-12-22T22:07:00.000000000,3239.53,-1.906,1,1.79,-6690.5,0.4314,1.471,5.2145,5.4e-05,0.474,5416.2,0.4619,0.732,1579.1,0.5012,1.139,-1213.5,0.4977,2.013,77.0,0.542,-0.696,9,-1,whipsaw,-5.776
up,1734918060000,2024-12-23T01:41:00.000000000,3293.61,1.63,2,3.31,-3218.8,0.5165,1.915,4.2638,5.7e-05,-0.418,-257.6,0.5038,-0.601,-356.9,0.5405,-1.618,-1574.6,0.5034,-0.802,47.1,0.5142,2.11,17,95,whipsaw,2.883
down,1734919800000,2024-12-23T02:10:00.000000000,3246.8,-1.501,1,1.64,-1574.6,0.517,1.728,5.5238,5.7e-05,-0.221,151.7,0.4102,-0.286,-263.9,0.4882,0.669,1621.7,0.5134,1.503,11626.5,0.5056,-0.517,37,-1,whipsaw,-4.235
down,1734965160000,2024-12-23T14:46:00.000000000,3292.02,-1.79,1,2.61,-1893.1,0.4986,1.547,6.1931,5.4e-05,-0.232,-1414.2,0.433,0.358,-2340.7,0.5208,0.126,1341.8,0.5195,-0.178,2065.5,0.5338,-0.689,120,-1,whipsaw,-4.931
up,1734972420000,2024-12-23T16:47:00.000000000,3349.61,2.086,1,2.45,5285.2,0.5571,1.595,5.7014,8.7e-05,0.696,8741.3,0.6104,0.704,16598.1,0.5467,0.523,10629.3,0.5437,-0.342,3209.9,0.5068,1.203,117,8,trend,3.897
up,1734981660000,2024-12-23T19:21:00.000000000,3351.01,1.528,2,1.57,2078.9,0.5372,1.791,3.9097,8.7e-05,-0.179,1606.1,0.459,-0.356,-3418.3,0.4612,-0.597,-4848.7,0.4638,-0.179,-772.3,0.5141,3.461,-1,76,trend,4.286
up,1735054740000,2024-12-24T15:39:00.000000000,3496.03,1.51,1,2.41,2158.9,0.5385,1.731,4.0914,8.1e-05,0.13,575.8,0.536,-0.074,-1041.2,0.467,-0.07,3668.1,0.4685,-0.352,1618.3,0.4724,1.248,-1,156,trend,-0.666
up,1735122060000,2024-12-25T10:21:00.000000000,3546.0,1.5,1,2.84,11611.6,0.5745,1.598,3.6179,6.6e-05,-0.479,1291.8,0.5262,-0.559,-154.5,0.5108,-0.768,-761.2,0.4968,-1.014,-10030.4,0.5139,0.055,33,-1,whipsaw,-5.02
down,1735128300000,2024-12-25T12:05:00.000000000,3459.85,-1.567,1,3.56,-5173.5,0.3872,1.645,5.5679,6.6e-05,0.342,-922.4,0.4295,0.571,-1576.8,0.434,0.647,-950.5,0.4664,0.732,910.0,0.4298,-0.062,132,-1,whipsaw,2.734
down,1735201080000,2024-12-26T08:18:00.000000000,3377.59,-1.574,1,6.59,932.7,0.5244,1.768,5.6024,0.0001,-0.246,817.1,0.4701,-0.372,1429.7,0.4737,-0.312,11037.1,0.5245,-0.269,12876.3,0.5494,-0.91,-1,-1,partial,0.581
down,1735285080000,2024-12-27T07:38:00.000000000,3337.27,-1.511,1,2.63,-6321.5,0.5307,1.943,2.4062,0.0001,-0.315,-2277.2,0.4521,-0.205,-2463.5,0.4639,0.298,-2191.5,0.5316,0.779,8833.9,0.5295,-0.6,56,-1,whipsaw,-0.2
up,1735290300000,2024-12-27T09:05:00.000000000,3426.36,1.667,1,2.55,6228.0,0.5564,1.451,3.9376,8.4e-05,0.018,1326.2,0.5564,0.065,-1387.6,0.5531,-0.226,-5560.7,0.5069,0.028,-9426.8,0.4929,0.52,0,-1,whipsaw,-2.256
down,1735565640000,2024-12-30T13:34:00.000000000,3357.41,-1.552,1,3.32,-1686.6,0.4214,1.882,3.6903,0.0001,-0.22,-16.2,0.3855,-0.203,1945.1,0.4154,-0.474,2290.6,0.4273,-0.959,4698.7,0.4702,-1.561,-1,59,trend,-1.942
up,1735580220000,2024-12-30T17:37:00.000000000,3383.74,1.502,1,2.08,-3407.9,0.5343,1.641,3.8238,0.0001,-0.072,1318.3,0.4987,0.35,-247.4,0.5229,0.311,-3646.4,0.5053,0.334,-3276.4,0.5352,1.042,-1,163,trend,-1.275
down,1735594800000,2024-12-30T21:40:00.000000000,3327.33,-1.902,1,3.29,-1642.9,0.4181,1.69,2.9952,0.0001,-0.16,-3100.6,0.5001,-0.334,2688.0,0.4875,0.588,-528.3,0.4914,1.092,-2519.5,0.4946,-0.555,58,-1,whipsaw,-0.645
up,1735633920000,2024-12-31T08:32:00.000000000,3405.79,1.511,1,2.33,-2374.3,0.5767,1.651,3.219,8.5e-05,-0.405,-4905.7,0.3872,-0.528,-4911.5,0.4029,-0.733,-3248.8,0.4396,-0.568,173.2,0.4867,0.182,-1,-1,partial,-1.938
down,1735666500000,2024-12-31T17:35:00.000000000,3349.96,-1.672,1,2.71,561.4,0.382,1.539,3.8166,0.0001,-0.435,-7008.6,0.4655,-0.071,-7366.5,0.5189,0.458,-6133.4,0.5242,0.179,-4935.0,0.4929,-0.596,-1,-1,partial,0.423
down,1736005680000,2025-01-04T15:48:00.000000000,3597.98,-1.558,1,5.61,-405.9,0.4078,1.574,7.1776,0.0001,0.269,2292.1,0.5714,0.488,-163.3,0.5551,0.632,646.2,0.5367,0.651,10.1,0.5106,-0.165,129,-1,whipsaw,-0.973
up,1736129280000,2025-01-06T02:08:00.000000000,3679.77,1.508,1,5.81,514.9,0.5217,1.847,3.78,0.0001,-0.256,-2252.3,0.4676,-0.406,-3042.5,0.478,0.055,259.2,0.4783,-0.396,-4204.2,0.4643,0.496,-1,-1,partial,0.305
up,1736175240000,2025-01-06T14:54:00.000000000,3683.2,1.631,1,7.54,-1640.6,0.5265,1.601,6.8369,0.0001,0.062,-2088.4,0.5039,0.327,-2565.0,0.495,0.147,347.7,0.4783,0.715,-1049.1,0.5079,1.673,-1,74,trend,-1.735
down,1736261940000,2025-01-07T14:59:00.000000000,3568.75,-1.891,2,11.22,2202.9,0.4737,1.899,7.4938,0.0001,-0.245,-12866.2,0.4356,-1.062,-17986.8,0.4502,-1.202,-6741.9,0.4794,-2.973,-8402.3,0.4873,-4.361,0,0,whipsaw,5.582
down,1736356020000,2025-01-08T17:07:00.000000000,3274.43,-2.01,2,4.52,-9833.6,0.4144,1.79,5.2355,0.0001,-0.129,-295.1,0.3629,-0.918,2136.6,0.417,-1.117,2373.5,0.4464,0.518,3674.1,0.5036,-2.023,69,16,trend,-0.679
up,1736359440000,2025-01-08T18:04:00.000000000,3291.84,1.987,1,4.63,1181.6,0.5523,1.831,7.451,0.0001,0.094,-3530.8,0.5059,0.629,-1483.4,0.5355,0.43,1646.8,0.519,-0.196,-6845.2,0.5035,1.189,-1,22,trend,-1.024
down,1736430780000,2025-01-09T13:53:00.000000000,3233.51,-1.504,1,4.73,-6524.9,0.4513,1.946,4.591,0.0001,-0.522,162.2,0.3843,-0.126,-2193.8,0.4565,0.005,4499.2,0.5083,0.118,4996.8,0.4927,-0.718,82,-1,whipsaw,-0.55
up,1736436660000,2025-01-09T15:31:00.000000000,3296.44,1.501,1,2.37,-848.9,0.5689,2.101,3.0372,0.0001,0.135,1752.8,0.4624,0.368,2699.1,0.5047,0.775,-817.6,0.5141,-0.124,-2408.2,0.5048,1.23,135,22,trend,-1.93
down,1736452740000,2025-01-09T19:59:00.000000000,3195.63,-1.512,1,5.79,-514.3,0.4496,1.903,3.241,0.0001,0.1,-710.3,0.4849,-0.504,-5101.1,0.4559,-0.5,-3430.9,0.4546,-0.003,-2582.2,0.4632,-1.178,152,20,trend,-3.13
down,1736515800000,2025-01-10T13:30:00.000000000,3248.14,-1.857,2,2.89,-1713.7,0.4463,1.362,4.4483,6.2e-05,0.173,-13830.4,0.4457,0.15,-13260.8,0.4764,-0.157,-15756.3,0.5077,0.426,-16950.9,0.5224,-1.668,0,100,whipsaw,-0.735
up,1736523600000,2025-01-10T15:40:00.000000000,3266.0,1.634,1,5.13,7884.2,0.557,1.697,6.9083,6.2e-05,-0.103,-521.8,0.5424,-0.576,661.8,0.5014,-0.75,-2047.7,0.5249,-0.842,-3208.6,0.5293,1.73,24,129,whipsaw,0.202
up,1736728320000,2025-01-13T00:32:00.000000000,3322.8,1.55,1,6.13,2469.2,0.5479,1.494,3.6976,0.0001,0.338,227.2,0.6001,-0.308,-3273.8,0.5163,-0.714,-5344.9,0.4708,-0.603,-7645.7,0.488,0.488,44,-1,whipsaw,-5.818
down,1736769480000,2025-01-13T11:58:00.000000000,3057.29,-1.601,1,13.15,-9737.8,0.4567,2.201,4.7431,9.4e-05,-0.269,-5002.1,0.4511,0.754,-4000.6,0.5369,0.318,-1455.0,0.5385,-0.147,-9481.1,0.5343,-4.491,80,155,whipsaw,-5.259
down,1736778780000,2025-01-13T14:33:00.000000000,2996.0,-1.525,1,8.03,-12694.6,0.4609,1.428,8.4066,9.4e-05,-0.2,-37352.1,0.4215,1.285,-49621.7,0.4987,1.461,-47778.2,0.5029,2.186,-51070.8,0.4879,-2.537,0,1,whipsaw,-7.247
up,1736780640000,2025-01-13T15:04:00.000000000,3043.51,2.909,1,24.68,-47778.2,0.5119,1.714,16.4214,9.4e-05,0.419,536.7,0.4879,0.527,4018.6,0.4846,0.307,-3292.6,0.4693,0.29,3949.4,0.4849,1.135,114,18,trend,4.998
up,1736800920000,2025-01-13T20:42:00.000000000,3058.58,1.513,1,1.32,-1792.5,0.5579,1.573,4.3976,3.4e-05,0.343,548.4,0.6379,1.27,-2511.1,0.608,1.636,3234.2,0.5516,1.753,-1136.0,0.5008,2.941,-1,9,trend,5.032
up,1736846700000,2025-01-14T09:25:00.000000000,3232.37,1.503,1,1.86,7005.8,0.5855,1.438,3.1648,7.5e-05,0.067,2509.8,0.5229,0.261,3151.6,0.5369,0.44,4724.6,0.5033,0.044,4104.0,0.4852,0.752,173,-1,whipsaw,-0.269
up,1736947800000,2025-01-15T13:30:00.000000000,3256.4,1.648,2,3.65,-2610.6,0.6032,1.484,4.2838,5.9e-05,0.276,-1989.1,0.549,0.525,-5261.7,0.5453,1.524,2641.3,0.5671,0.916,6986.2,0.5205,3.382,0,19,whipsaw,2.358
up,1736970480000,2025-01-15T19:48:00.000000000,3434.17,1.681,1,5.29,1863.6,0.5715,1.401,5.2552,5.4e-05,0.228,12.2,0.5645,0.249,1850.5,0.4837,0.921,-135.2,0.4878,0.04,-4392.3,0.4972,1.153,-1,31,trend,-2.765
down,1736987760000,2025-01-16T00:36:00.000000000,3396.75,-1.525,1,2.89,-4274.9,0.4288,1.545,4.2569,0.0001,-0.032,589.6,0.4947,0.226,1837.3,0.4965,0.308,-232.8,0.4771,0.22,-33.1,0.4806,-1.494,-1,173,trend,2.524
