n,hit,net,per_year,pos_years,method,price,fast,slow,anchor,beats_base
132,45.5,-0.063,"{2024: np.float64(0.246), 2025: np.float64(-0.44), 2026: np.float64(0.2)}",2,EMA,median,34,100,MA200,False
115,47.0,-0.148,"{2024: np.float64(0.144), 2025: np.float64(-0.433), 2026: np.float64(-0.133)}",1,EMA,median,34,200,—,False
115,47.0,-0.148,"{2024: np.float64(0.144), 2025: np.float64(-0.433), 2026: np.float64(-0.133)}",1,EMA,median,34,200,MA200,False
47,46.8,-0.301,"{2024: np.float64(0.395), 2025: np.float64(-1.603), 2026: np.float64(0.146)}",2,EMA,median,55,89,—,False
47,46.8,-0.301,"{2024: np.float64(0.395), 2025: np.float64(-1.603), 2026: np.float64(0.146)}",2,EMA,median,55,89,MA200,False
65,47.7,-0.086,"{2024: np.float64(0.584), 2025: np.float64(-0.847), 2026: np.float64(-0.124)}",1,EMA,median,55,100,—,False
64,46.9,-0.166,"{2024: np.float64(0.425), 2025: np.float64(-0.847), 2026: np.float64(-0.124)}",1,EMA,median,55,100,MA200,False
84,41.7,-0.599,"{2024: np.float64(-0.52), 2025: np.float64(-0.897), 2026: np.float64(0.091)}",1,EMA,median,55,200,—,False
84,41.7,-0.599,"{2024: np.float64(-0.52), 2025: np.float64(-0.897), 2026: np.float64(0.091)}",1,EMA,median,55,200,MA200,False
50,42.0,-0.331,"{2024: np.float64(-0.409), 2025: np.float64(-0.14), 2026: None}",0,EMA,median,77,200,—,False
50,42.0,-0.331,"{2024: np.float64(-0.409), 2025: np.float64(-0.14), 2026: None}",0,EMA,median,77,200,MA200,False
369,50.7,0.003,"{2024: np.float64(0.091), 2025: np.float64(-0.328), 2026: np.float64(0.708)}",2,SMMA,median,7,12,—,False
205,49.8,0.072,"{2024: np.float64(0.276), 2025: np.float64(-0.418), 2026: np.float64(0.942)}",2,SMMA,median,7,12,MA200,False
389,48.8,-0.157,"{2024: np.float64(-0.125), 2025: np.float64(-0.387), 2026: np.float64(0.467)}",1,SMMA,median,7,13,—,False
216,46.3,-0.197,"{2024: np.float64(-0.063), 2025: np.float64(-0.596), 2026: np.float64(0.589)}",1,SMMA,median,7,13,MA200,False
411,49.1,-0.201,"{2024: np.float64(-0.208), 2025: np.float64(-0.407), 2026: np.float64(0.407)}",1,SMMA,median,7,14,—,False
226,47.3,-0.192,"{2024: np.float64(-0.022), 2025: np.float64(-0.585), 2026: np.float64(0.346)}",1,SMMA,median,7,14,MA200,False
408,48.3,-0.183,"{2024: np.float64(-0.19), 2025: np.float64(-0.33), 2026: np.float64(0.286)}",1,SMMA,median,7,21,—,False
237,46.4,-0.33,"{2024: np.float64(-0.352), 2025: np.float64(-0.558), 2026: np.float64(0.524)}",1,SMMA,median,7,21,MA200,False
329,47.1,-0.21,"{2024: np.float64(-0.237), 2025: np.float64(-0.326), 2026: np.float64(0.248)}",1,SMMA,median,7,34,—,False
217,43.8,-0.432,"{2024: np.float64(-0.528), 2025: np.float64(-0.513), 2026: np.float64(0.185)}",1,SMMA,median,7,34,MA200,False
269,47.6,-0.204,"{2024: np.float64(0.0), 2025: np.float64(-0.452), 2026: np.float64(0.214)}",1,SMMA,median,7,55,—,False
208,45.2,-0.361,"{2024: np.float64(-0.343), 2025: np.float64(-0.536), 2026: np.float64(0.26)}",1,SMMA,median,7,55,MA200,False
225,49.3,-0.143,"{2024: np.float64(0.03), 2025: np.float64(-0.372), 2026: np.float64(0.128)}",2,SMMA,median,7,77,—,False
212,50.9,-0.088,"{2024: np.float64(0.144), 2025: np.float64(-0.318), 2026: np.float64(0.081)}",2,SMMA,median,7,77,MA200,False
208,50.0,-0.184,"{2024: np.float64(0.017), 2025: np.float64(-0.409), 2026: np.float64(-0.067)}",1,SMMA,median,7,89,—,False
207,50.2,-0.182,"{2024: np.float64(0.022), 2025: np.float64(-0.409), 2026: np.float64(-0.067)}",1,SMMA,median,7,89,MA200,False
189,51.3,-0.145,"{2024: np.float64(0.125), 2025: np.float64(-0.296), 2026: np.float64(-0.397)}",1,SMMA,median,7,100,—,False
189,51.3,-0.145,"{2024: np.float64(0.125), 2025: np.float64(-0.296), 2026: np.float64(-0.397)}",1,SMMA,median,7,100,MA200,False
124,50.8,-0.145,"{2024: np.float64(0.13), 2025: np.float64(-0.523), 2026: np.float64(0.578)}",2,SMMA,median,7,200,—,False
110,49.1,-0.221,"{2024: np.float64(-0.141), 2025: np.float64(-0.595), 2026: np.float64(1.126)}",1,SMMA,median,7,200,MA200,False
203,48.8,-0.162,"{2024: np.float64(-0.202), 2025: np.float64(-0.337), 2026: np.float64(0.652)}",1,SMMA,median,12,21,—,False
138,44.9,-0.36,"{2024: np.float64(-0.279), 2025: np.float64(-0.557), 2026: np.float64(0.248)}",1,SMMA,median,12,21,MA200,False
213,50.2,0.024,"{2024: np.float64(0.274), 2025: np.float64(-0.259), 2026: np.float64(0.257)}",2,SMMA,median,12,34,—,False
147,44.9,-0.209,"{2024: np.float64(-0.082), 2025: np.float64(-0.517), 2026: np.float64(0.46)}",1,SMMA,median,12,34,MA200,False
181,47.5,-0.055,"{2024: np.float64(0.391), 2025: np.float64(-0.448), 2026: np.float64(-0.099)}",1,SMMA,median,12,55,—,False
163,46.6,-0.044,"{2024: np.float64(0.349), 2025: np.float64(-0.401), 2026: np.float64(0.009)}",2,SMMA,median,12,55,MA200,False
162,48.1,-0.264,"{2024: np.float64(0.039), 2025: np.float64(-0.611), 2026: np.float64(-0.065)}",1,SMMA,median,12,77,—,False
160,48.1,-0.259,"{2024: np.float64(0.062), 2025: np.float64(-0.611), 2026: np.float64(-0.065)}",1,SMMA,median,12,77,MA200,False
165,47.9,-0.209,"{2024: np.float64(0.049), 2025: np.float64(-0.383), 2026: np.float64(-0.428)}",1,SMMA,median,12,89,—,False
165,47.9,-0.209,"{2024: np.float64(0.049), 2025: np.float64(-0.383), 2026: np.float64(-0.428)}",1,SMMA,median,12,89,MA200,False
142,46.5,-0.191,"{2024: np.float64(0.307), 2025: np.float64(-0.473), 2026: np.float64(-0.63)}",1,SMMA,median,12,100,—,False
142,46.5,-0.191,"{2024: np.float64(0.307), 2025: np.float64(-0.473), 2026: np.float64(-0.63)}",1,SMMA,median,12,100,MA200,False
92,47.8,0.009,"{2024: np.float64(0.689), 2025: np.float64(-0.48), 2026: np.float64(0.105)}",2,SMMA,median,12,200,—,False
86,48.8,0.061,"{2024: np.float64(0.808), 2025: np.float64(-0.621), 2026: np.float64(0.693)}",2,SMMA,median,12,200,MA200,False
169,46.7,-0.162,"{2024: np.float64(-0.024), 2025: np.float64(-0.452), 2026: np.float64(0.43)}",1,SMMA,median,13,21,—,False
117,43.6,-0.289,"{2024: np.float64(-0.046), 2025: np.float64(-0.654), 2026: np.float64(0.336)}",1,SMMA,median,13,21,MA200,False
185,49.7,-0.018,"{2024: np.float64(0.206), 2025: np.float64(-0.261), 2026: np.float64(0.175)}",2,SMMA,median,13,34,—,False
134,44.8,-0.244,"{2024: np.float64(-0.33), 2025: np.float64(-0.371), 2026: np.float64(0.456)}",1,SMMA,median,13,34,MA200,False
173,48.6,-0.066,"{2024: np.float64(0.364), 2025: np.float64(-0.479), 2026: np.float64(-0.052)}",1,SMMA,median,13,55,—,False
152,50.0,0.035,"{2024: np.float64(0.515), 2025: np.float64(-0.396), 2026: np.float64(0.04)}",2,SMMA,median,13,55,MA200,False
159,45.3,-0.212,"{2024: np.float64(0.191), 2025: np.float64(-0.586), 2026: np.float64(-0.112)}",1,SMMA,median,13,77,—,False
156,44.9,-0.242,"{2024: np.float64(0.13), 2025: np.float64(-0.586), 2026: np.float64(-0.112)}",1,SMMA,median,13,77,MA200,False
157,45.9,-0.252,"{2024: np.float64(0.034), 2025: np.float64(-0.453), 2026: np.float64(-0.498)}",1,SMMA,median,13,89,—,False
157,45.9,-0.252,"{2024: np.float64(0.034), 2025: np.float64(-0.453), 2026: np.float64(-0.498)}",1,SMMA,median,13,89,MA200,False
136,52.9,-0.061,"{2024: np.float64(0.414), 2025: np.float64(-0.432), 2026: np.float64(-0.276)}",1,SMMA,median,13,100,—,False
136,52.9,-0.061,"{2024: np.float64(0.414), 2025: np.float64(-0.432), 2026: np.float64(-0.276)}",1,SMMA,median,13,100,MA200,False
89,44.9,-0.091,"{2024: np.float64(0.358), 2025: np.float64(-0.396), 2026: np.float64(-0.044)}",1,SMMA,median,13,200,—,False
83,45.8,-0.105,"{2024: np.float64(0.358), 2025: np.float64(-0.63), 2026: np.float64(0.531)}",2,SMMA,median,13,200,MA200,False
124,50.0,-0.107,"{2024: np.float64(0.04), 2025: np.float64(-0.579), 2026: np.float64(0.97)}",2,SMMA,median,14,21,—,False
90,50.0,-0.143,"{2024: np.float64(0.057), 2025: np.float64(-0.647), 2026: np.float64(0.73)}",2,SMMA,median,14,21,MA200,False
176,49.4,-0.005,"{2024: np.float64(0.073), 2025: np.float64(-0.112), 2026: np.float64(0.131)}",2,SMMA,median,14,34,—,False
127,45.7,-0.115,"{2024: np.float64(-0.259), 2025: np.float64(-0.204), 2026: np.float64(0.571)}",1,SMMA,median,14,34,MA200,False
173,49.1,-0.133,"{2024: np.float64(0.147), 2025: np.float64(-0.384), 2026: np.float64(-0.126)}",1,SMMA,median,14,55,—,False
157,50.3,0.007,"{2024: np.float64(0.339), 2025: np.float64(-0.301), 2026: np.float64(0.063)}",2,SMMA,median,14,55,MA200,False
159,47.2,-0.207,"{2024: np.float64(0.177), 2025: np.float64(-0.565), 2026: np.float64(-0.06)}",1,SMMA,median,14,77,—,False
157,47.8,-0.194,"{2024: np.float64(0.206), 2025: np.float64(-0.565), 2026: np.float64(-0.026)}",1,SMMA,median,14,77,MA200,False
144,43.1,-0.338,"{2024: np.float64(0.006), 2025: np.float64(-0.556), 2026: np.float64(-0.659)}",1,SMMA,median,14,89,—,False
144,43.1,-0.338,"{2024: np.float64(0.006), 2025: np.float64(-0.556), 2026: np.float64(-0.659)}",1,SMMA,median,14,89,MA200,False
125,45.6,-0.31,"{2024: np.float64(0.037), 2025: np.float64(-0.553), 2026: np.float64(-0.538)}",1,SMMA,median,14,100,—,False
125,45.6,-0.31,"{2024: np.float64(0.037), 2025: np.float64(-0.553), 2026: np.float64(-0.538)}",1,SMMA,median,14,100,MA200,False
85,44.7,-0.113,"{2024: np.float64(0.339), 2025: np.float64(-0.472), 2026: np.float64(0.063)}",2,SMMA,median,14,200,—,False
82,46.3,-0.039,"{2024: np.float64(0.339), 2025: np.float64(-0.484), 2026: np.float64(0.567)}",2,SMMA,median,14,200,MA200,False
82,50.0,-0.065,"{2024: np.float64(0.394), 2025: np.float64(-0.45), 2026: np.float64(-0.543)}",1,SMMA,median,21,34,—,False
77,49.4,-0.094,"{2024: np.float64(0.262), 2025: np.float64(-0.402), 2026: np.float64(-0.415)}",1,SMMA,median,21,34,MA200,False
111,46.8,-0.382,"{2024: np.float64(-0.056), 2025: np.float64(-0.542), 2026: np.float64(-0.612)}",0,SMMA,median,21,55,—,False
108,47.2,-0.379,"{2024: np.float64(-0.002), 2025: np.float64(-0.563), 2026: np.float64(-0.612)}",0,SMMA,median,21,55,MA200,False
107,44.9,-0.278,"{2024: np.float64(-0.038), 2025: np.float64(-0.424), 2026: np.float64(-0.537)}",0,SMMA,median,21,77,—,False
107,44.9,-0.278,"{2024: np.float64(-0.038), 2025: np.float64(-0.424), 2026: np.float64(-0.537)}",0,SMMA,median,21,77,MA200,False
102,46.1,-0.26,"{2024: np.float64(0.003), 2025: np.float64(-0.449), 2026: np.float64(-0.487)}",1,SMMA,median,21,89,—,False
102,46.1,-0.26,"{2024: np.float64(0.003), 2025: np.float64(-0.449), 2026: np.float64(-0.487)}",1,SMMA,median,21,89,MA200,False
102,46.1,-0.178,"{2024: np.float64(0.083), 2025: np.float64(-0.419), 2026: np.float64(-0.263)}",1,SMMA,median,21,100,—,False
102,46.1,-0.178,"{2024: np.float64(0.083), 2025: np.float64(-0.419), 2026: np.float64(-0.263)}",1,SMMA,median,21,100,MA200,False
65,47.7,0.367,"{2024: np.float64(0.67), 2025: np.float64(-0.025), 2026: None}",1,SMMA,median,21,200,—,True
63,47.6,0.273,"{2024: np.float64(0.379), 2025: np.float64(-0.002), 2026: None}",1,SMMA,median,21,200,MA200,True
60,41.7,-0.414,"{2024: np.float64(0.075), 2025: np.float64(-0.764), 2026: None}",1,SMMA,median,34,77,—,False
60,41.7,-0.414,"{2024: np.float64(0.075), 2025: np.float64(-0.764), 2026: None}",1,SMMA,median,34,77,MA200,False
67,40.3,-0.705,"{2024: np.float64(-0.531), 2025: np.float64(-1.058), 2026: None}",0,SMMA,median,34,89,—,False
67,40.3,-0.705,"{2024: np.float64(-0.531), 2025: np.float64(-1.058), 2026: None}",0,SMMA,median,34,89,MA200,False
70,44.3,-0.354,"{2024: np.float64(-0.216), 2025: np.float64(-0.56), 2026: None}",0,SMMA,median,34,100,—,False
70,44.3,-0.354,"{2024: np.float64(-0.216), 2025: np.float64(-0.56), 2026: None}",0,SMMA,median,34,100,MA200,False
50,54.0,0.105,"{2024: np.float64(-0.097), 2025: np.float64(0.142), 2026: None}",1,SMMA,median,34,200,—,True
50,54.0,0.105,"{2024: np.float64(-0.097), 2025: np.float64(0.142), 2026: None}",1,SMMA,median,34,200,MA200,True
1268,52.1,-0.021,"{2024: np.float64(-0.087), 2025: np.float64(-0.008), 2026: np.float64(0.156)}",1,LWMA,median,7,12,—,False
650,49.8,-0.031,"{2024: np.float64(-0.033), 2025: np.float64(-0.109), 2026: np.float64(0.219)}",1,LWMA,median,7,12,MA200,False
1296,51.9,-0.062,"{2024: np.float64(-0.126), 2025: np.float64(-0.023), 2026: np.float64(0.028)}",1,LWMA,median,7,13,—,False
658,49.8,-0.077,"{2024: np.float64(-0.123), 2025: np.float64(-0.126), 2026: np.float64(0.236)}",1,LWMA,median,7,13,MA200,False
1280,51.5,-0.085,"{2024: np.float64(-0.152), 2025: np.float64(-0.043), 2026: np.float64(0.007)}",1,LWMA,median,7,14,—,False
640,49.5,-0.085,"{2024: np.float64(-0.136), 2025: np.float64(-0.134), 2026: np.float64(0.242)}",1,LWMA,median,7,14,MA200,False
1143,50.4,-0.132,"{2024: np.float64(-0.208), 2025: np.float64(-0.07), 2026: np.float64(-0.078)}",0,LWMA,median,7,21,—,False
561,49.4,-0.074,"{2024: np.float64(-0.117), 2025: np.float64(-0.106), 2026: np.float64(0.144)}",1,LWMA,median,7,21,MA200,False
937,50.7,-0.174,"{2024: np.float64(-0.234), 2025: np.float64(-0.136), 2026: np.float64(-0.097)}",0,LWMA,median,7,34,—,False
471,52.7,-0.074,"{2024: np.float64(-0.069), 2025: np.float64(-0.09), 2026: np.float64(-0.041)}",0,LWMA,median,7,34,MA200,False
698,50.4,-0.165,"{2024: np.float64(-0.118), 2025: np.float64(-0.253), 2026: np.float64(-0.044)}",0,LWMA,median,7,55,—,False
370,50.3,-0.117,"{2024: np.float64(0.019), 2025: np.float64(-0.273), 2026: np.float64(-0.039)}",1,LWMA,median,7,55,MA200,False
580,46.9,-0.242,"{2024: np.float64(-0.276), 2025: np.float64(-0.332), 2026: np.float64(0.151)}",1,LWMA,median,7,77,—,False
321,43.6,-0.235,"{2024: np.float64(-0.148), 2025: np.float64(-0.46), 2026: np.float64(0.284)}",1,LWMA,median,7,77,MA200,False
541,46.4,-0.25,"{2024: np.float64(-0.307), 2025: np.float64(-0.322), 2026: np.float64(0.136)}",1,LWMA,median,7,89,—,False
310,43.2,-0.308,"{2024: np.float64(-0.207), 2025: np.float64(-0.53), 2026: np.float64(0.182)}",1,LWMA,median,7,89,MA200,False
498,46.8,-0.266,"{2024: np.float64(-0.352), 2025: np.float64(-0.281), 2026: np.float64(0.033)}",1,LWMA,median,7,100,—,False
292,42.5,-0.422,"{2024: np.float64(-0.356), 2025: np.float64(-0.546), 2026: np.float64(-0.172)}",0,LWMA,median,7,100,MA200,False
340,48.8,-0.228,"{2024: np.float64(-0.203), 2025: np.float64(-0.338), 2026: np.float64(0.071)}",1,LWMA,median,7,200,—,False
248,49.2,-0.148,"{2024: np.float64(-0.134), 2025: np.float64(-0.319), 2026: np.float64(0.426)}",1,LWMA,median,7,200,MA200,False
55,58.2,0.353,"{2024: np.float64(1.049), 2025: np.float64(-0.271), 2026: None}",1,LWMA,median,12,13,—,True
270,60.4,0.332,"{2024: np.float64(0.361), 2025: np.float64(0.277), 2026: np.float64(0.377)}",3,LWMA,median,12,14,—,True
147,57.1,0.227,"{2024: np.float64(0.32), 2025: np.float64(-0.018), 2026: np.float64(0.526)}",2,LWMA,median,12,14,MA200,True
801,52.2,-0.052,"{2024: np.float64(-0.129), 2025: np.float64(0.028), 2026: np.float64(-0.049)}",1,LWMA,median,12,21,—,False
400,51.7,-0.082,"{2024: np.float64(-0.185), 2025: np.float64(-0.062), 2026: np.float64(0.155)}",1,LWMA,median,12,21,MA200,False
720,50.6,-0.136,"{2024: np.float64(-0.208), 2025: np.float64(-0.109), 2026: np.float64(0.015)}",1,LWMA,median,12,34,—,False
369,49.9,-0.19,"{2024: np.float64(-0.177), 2025: np.float64(-0.214), 2026: np.float64(-0.157)}",0,LWMA,median,12,34,MA200,False
560,47.9,-0.253,"{2024: np.float64(-0.232), 2025: np.float64(-0.385), 2026: np.float64(0.08)}",1,LWMA,median,12,55,—,False
293,46.1,-0.263,"{2024: np.float64(-0.245), 2025: np.float64(-0.476), 2026: np.float64(0.371)}",1,LWMA,median,12,55,MA200,False
460,47.8,-0.215,"{2024: np.float64(-0.343), 2025: np.float64(-0.265), 2026: np.float64(0.337)}",1,LWMA,median,12,77,—,False
256,47.3,-0.203,"{2024: np.float64(-0.362), 2025: np.float64(-0.29), 2026: np.float64(0.612)}",1,LWMA,median,12,77,MA200,False
418,48.3,-0.231,"{2024: np.float64(-0.311), 2025: np.float64(-0.329), 2026: np.float64(0.369)}",1,LWMA,median,12,89,—,False
246,45.5,-0.41,"{2024: np.float64(-0.429), 2025: np.float64(-0.574), 2026: np.float64(0.338)}",1,LWMA,median,12,89,MA200,False
402,47.8,-0.239,"{2024: np.float64(-0.31), 2025: np.float64(-0.383), 2026: np.float64(0.567)}",1,LWMA,median,12,100,—,False
243,44.4,-0.458,"{2024: np.float64(-0.54), 2025: np.float64(-0.553), 2026: np.float64(0.353)}",1,LWMA,median,12,100,MA200,False
275,50.2,-0.192,"{2024: np.float64(-0.096), 2025: np.float64(-0.329), 2026: np.float64(0.048)}",1,LWMA,median,12,200,—,False
208,51.0,-0.232,"{2024: np.float64(-0.397), 2025: np.float64(-0.247), 2026: np.float64(0.209)}",1,LWMA,median,12,200,MA200,False
718,53.3,0.026,"{2024: np.float64(0.003), 2025: np.float64(0.062), 2026: np.float64(-0.01)}",2,LWMA,median,13,21,—,False
361,53.2,0.021,"{2024: np.float64(-0.007), 2025: np.float64(0.019), 2026: np.float64(0.109)}",2,LWMA,median,13,21,MA200,False
691,49.9,-0.144,"{2024: np.float64(-0.154), 2025: np.float64(-0.181), 2026: np.float64(0.007)}",1,LWMA,median,13,34,—,False
360,48.9,-0.164,"{2024: np.float64(-0.047), 2025: np.float64(-0.244), 2026: np.float64(-0.288)}",0,LWMA,median,13,34,MA200,False
539,47.5,-0.234,"{2024: np.float64(-0.192), 2025: np.float64(-0.348), 2026: np.float64(-0.021)}",0,LWMA,median,13,55,—,False
281,45.9,-0.232,"{2024: np.float64(-0.195), 2025: np.float64(-0.411), 2026: np.float64(0.225)}",1,LWMA,median,13,55,MA200,False
451,47.7,-0.226,"{2024: np.float64(-0.371), 2025: np.float64(-0.245), 2026: np.float64(0.278)}",1,LWMA,median,13,77,—,False
258,46.9,-0.285,"{2024: np.float64(-0.486), 2025: np.float64(-0.349), 2026: np.float64(0.604)}",1,LWMA,median,13,77,MA200,False
403,48.4,-0.185,"{2024: np.float64(-0.263), 2025: np.float64(-0.309), 2026: np.float64(0.513)}",1,LWMA,median,13,89,—,False
240,45.8,-0.327,"{2024: np.float64(-0.379), 2025: np.float64(-0.5), 2026: np.float64(0.625)}",1,LWMA,median,13,89,MA200,False
394,47.7,-0.258,"{2024: np.float64(-0.313), 2025: np.float64(-0.394), 2026: np.float64(0.437)}",1,LWMA,median,13,100,—,False
240,44.2,-0.486,"{2024: np.float64(-0.555), 2025: np.float64(-0.533), 2026: np.float64(0.026)}",1,LWMA,median,13,100,MA200,False
264,50.0,-0.206,"{2024: np.float64(-0.098), 2025: np.float64(-0.349), 2026: np.float64(0.016)}",1,LWMA,median,13,200,—,False
204,51.0,-0.199,"{2024: np.float64(-0.215), 2025: np.float64(-0.294), 2026: np.float64(0.122)}",1,LWMA,median,13,200,MA200,False
611,54.8,0.119,"{2024: np.float64(0.143), 2025: np.float64(0.043), 2026: np.float64(0.247)}",3,LWMA,median,14,21,—,True
308,53.9,0.15,"{2024: np.float64(0.079), 2025: np.float64(0.075), 2026: np.float64(0.585)}",3,LWMA,median,14,21,MA200,True
646,50.2,-0.12,"{2024: np.float64(-0.141), 2025: np.float64(-0.15), 2026: np.float64(0.053)}",1,LWMA,median,14,34,—,False
337,48.4,-0.125,"{2024: np.float64(-0.045), 2025: np.float64(-0.217), 2026: np.float64(-0.092)}",0,LWMA,median,14,34,MA200,False
525,46.7,-0.271,"{2024: np.float64(-0.241), 2025: np.float64(-0.403), 2026: np.float64(0.048)}",1,LWMA,median,14,55,—,False
276,44.9,-0.234,"{2024: np.float64(-0.2), 2025: np.float64(-0.402), 2026: np.float64(0.217)}",1,LWMA,median,14,55,MA200,False
434,48.2,-0.224,"{2024: np.float64(-0.34), 2025: np.float64(-0.277), 2026: np.float64(0.336)}",1,LWMA,median,14,77,—,False
250,47.6,-0.26,"{2024: np.float64(-0.464), 2025: np.float64(-0.354), 2026: np.float64(0.795)}",1,LWMA,median,14,77,MA200,False
391,47.8,-0.219,"{2024: np.float64(-0.287), 2025: np.float64(-0.355), 2026: np.float64(0.471)}",1,LWMA,median,14,89,—,False
234,43.6,-0.419,"{2024: np.float64(-0.517), 2025: np.float64(-0.584), 2026: np.float64(0.655)}",1,LWMA,median,14,89,MA200,False
384,47.1,-0.274,"{2024: np.float64(-0.323), 2025: np.float64(-0.434), 2026: np.float64(0.521)}",1,LWMA,median,14,100,—,False
242,44.2,-0.48,"{2024: np.float64(-0.548), 2025: np.float64(-0.569), 2026: np.float64(0.278)}",1,LWMA,median,14,100,MA200,False
253,49.4,-0.212,"{2024: np.float64(-0.03), 2025: np.float64(-0.401), 2026: np.float64(-0.005)}",0,LWMA,median,14,200,—,False
195,48.2,-0.266,"{2024: np.float64(-0.221), 2025: np.float64(-0.426), 2026: np.float64(0.099)}",1,LWMA,median,14,200,MA200,False
446,49.1,-0.112,"{2024: np.float64(-0.011), 2025: np.float64(-0.3), 2026: np.float64(0.143)}",1,LWMA,median,21,34,—,False
248,49.6,-0.175,"{2024: np.float64(-0.045), 2025: np.float64(-0.418), 2026: np.float64(0.193)}",1,LWMA,median,21,34,MA200,False
400,47.2,-0.352,"{2024: np.float64(-0.294), 2025: np.float64(-0.534), 2026: np.float64(0.016)}",1,LWMA,median,21,55,—,False
227,43.2,-0.516,"{2024: np.float64(-0.3), 2025: np.float64(-0.843), 2026: np.float64(-0.082)}",0,LWMA,median,21,55,MA200,False
341,47.5,-0.218,"{2024: np.float64(-0.115), 2025: np.float64(-0.518), 2026: np.float64(0.537)}",1,LWMA,median,21,77,—,False
207,44.0,-0.302,"{2024: np.float64(-0.155), 2025: np.float64(-0.683), 2026: np.float64(0.882)}",1,LWMA,median,21,77,MA200,False
326,48.2,-0.18,"{2024: np.float64(-0.196), 2025: np.float64(-0.456), 2026: np.float64(1.082)}",1,LWMA,median,21,89,—,False
203,44.8,-0.256,"{2024: np.float64(-0.213), 2025: np.float64(-0.618), 2026: np.float64(1.542)}",1,LWMA,median,21,89,MA200,False
317,45.4,-0.284,"{2024: np.float64(-0.279), 2025: np.float64(-0.572), 2026: np.float64(0.92)}",1,LWMA,median,21,100,—,False
203,42.9,-0.385,"{2024: np.float64(-0.207), 2025: np.float64(-0.837), 2026: np.float64(1.233)}",1,LWMA,median,21,100,MA200,False
219,45.7,-0.185,"{2024: np.float64(0.082), 2025: np.float64(-0.433), 2026: np.float64(-0.029)}",1,LWMA,median,21,200,—,False
179,45.3,-0.211,"{2024: np.float64(-0.136), 2025: np.float64(-0.357), 2026: np.float64(0.05)}",1,LWMA,median,21,200,MA200,False
232,47.4,-0.211,"{2024: np.float64(-0.09), 2025: np.float64(-0.645), 2026: np.float64(0.701)}",1,LWMA,median,34,55,—,False
158,46.8,-0.293,"{2024: np.float64(-0.149), 2025: np.float64(-0.747), 2026: np.float64(0.846)}",1,LWMA,median,34,55,MA200,False
255,51.8,-0.217,"{2024: np.float64(-0.332), 2025: np.float64(-0.428), 2026: np.float64(1.011)}",1,LWMA,median,34,77,—,False
158,50.6,-0.222,"{2024: np.float64(-0.185), 2025: np.float64(-0.592), 2026: np.float64(1.218)}",1,LWMA,median,34,77,MA200,False
230,53.5,-0.001,"{2024: np.float64(-0.034), 2025: np.float64(-0.325), 2026: np.float64(1.119)}",1,LWMA,median,34,89,—,False
144,50.0,-0.13,"{2024: np.float64(-0.154), 2025: np.float64(-0.605), 2026: np.float64(1.572)}",1,LWMA,median,34,89,MA200,False
210,53.3,0.056,"{2024: np.float64(0.099), 2025: np.float64(-0.26), 2026: np.float64(0.986)}",2,LWMA,median,34,100,—,False
141,51.8,-0.0,"{2024: np.float64(-0.041), 2025: np.float64(-0.324), 2026: np.float64(1.284)}",1,LWMA,median,34,100,MA200,False
164,51.8,-0.183,"{2024: np.float64(0.167), 2025: np.float64(-0.515), 2026: np.float64(0.009)}",2,LWMA,median,34,200,—,False
138,52.9,-0.16,"{2024: np.float64(0.151), 2025: np.float64(-0.507), 2026: np.float64(0.146)}",2,LWMA,median,34,200,MA200,False
74,59.5,0.225,"{2024: np.float64(0.466), 2025: np.float64(-0.362), 2026: np.float64(0.674)}",2,LWMA,median,55,77,—,True
53,54.7,-0.173,"{2024: np.float64(0.144), 2025: np.float64(-1.064), 2026: np.float64(0.518)}",2,LWMA,median,55,77,MA200,False
115,52.2,0.008,"{2024: np.float64(0.08), 2025: np.float64(-0.332), 2026: np.float64(0.671)}",2,LWMA,median,55,89,—,False
79,54.4,-0.004,"{2024: np.float64(0.215), 2025: np.float64(-0.573), 2026: np.float64(0.761)}",2,LWMA,median,55,89,MA200,False
126,47.6,-0.202,"{2024: np.float64(-0.234), 2025: np.float64(-0.372), 2026: np.float64(0.264)}",1,LWMA,median,55,100,—,False
86,50.0,-0.292,"{2024: np.float64(-0.313), 2025: np.float64(-0.652), 2026: np.float64(0.715)}",1,LWMA,median,55,100,MA200,False
132,43.9,-0.357,"{2024: np.float64(-0.176), 2025: np.float64(-0.403), 2026: np.float64(-0.64)}",0,LWMA,median,55,200,—,False
122,43.4,-0.396,"{2024: np.float64(-0.218), 2025: np.float64(-0.465), 2026: np.float64(-0.627)}",0,LWMA,median,55,200,MA200,False
95,46.3,-0.102,"{2024: np.float64(0.328), 2025: np.float64(-0.646), 2026: np.float64(0.047)}",2,LWMA,median,77,200,—,False
91,45.1,-0.121,"{2024: np.float64(0.321), 2025: np.float64(-0.646), 2026: np.float64(0.039)}",2,LWMA,median,77,200,MA200,False
79,49.4,-0.033,"{2024: np.float64(0.245), 2025: np.float64(-0.134), 2026: np.float64(-0.538)}",1,LWMA,median,89,200,—,False
77,48.1,-0.072,"{2024: np.float64(0.245), 2025: np.float64(-0.229), 2026: np.float64(-0.604)}",1,LWMA,median,89,200,MA200,False
63,47.6,-0.092,"{2024: np.float64(0.438), 2025: np.float64(-0.466), 2026: np.float64(-0.822)}",1,LWMA,median,100,200,—,False
