n,hit,net,per_year,pos_years,method,price,fast,slow,anchor,beats_base
132,49.2,-0.08,"{2024: np.float64(0.288), 2025: np.float64(-0.434), 2026: np.float64(-0.003)}",1,EMA,close,34,100,MA200,False
114,44.7,-0.1,"{2024: np.float64(0.206), 2025: np.float64(-0.404), 2026: np.float64(-0.083)}",1,EMA,close,34,200,—,False
114,44.7,-0.1,"{2024: np.float64(0.206), 2025: np.float64(-0.404), 2026: np.float64(-0.083)}",1,EMA,close,34,200,MA200,False
46,52.2,0.074,"{2024: np.float64(0.907), 2025: np.float64(-0.965), 2026: np.float64(0.071)}",2,EMA,close,55,89,—,False
46,52.2,0.074,"{2024: np.float64(0.907), 2025: np.float64(-0.965), 2026: np.float64(0.071)}",2,EMA,close,55,89,MA200,False
64,46.9,-0.104,"{2024: np.float64(0.623), 2025: np.float64(-0.962), 2026: np.float64(-0.004)}",1,EMA,close,55,100,—,False
62,46.8,-0.174,"{2024: np.float64(0.459), 2025: np.float64(-0.962), 2026: np.float64(0.086)}",2,EMA,close,55,100,MA200,False
87,42.5,-0.535,"{2024: np.float64(-0.421), 2025: np.float64(-0.815), 2026: np.float64(0.002)}",1,EMA,close,55,200,—,False
87,42.5,-0.535,"{2024: np.float64(-0.421), 2025: np.float64(-0.815), 2026: np.float64(0.002)}",1,EMA,close,55,200,MA200,False
48,43.8,-0.127,"{2024: np.float64(-0.038), 2025: np.float64(-0.265), 2026: None}",0,EMA,close,77,200,—,False
48,43.8,-0.127,"{2024: np.float64(-0.038), 2025: np.float64(-0.265), 2026: None}",0,EMA,close,77,200,MA200,False
388,51.0,0.025,"{2024: np.float64(0.04), 2025: np.float64(-0.145), 2026: np.float64(0.499)}",2,SMMA,close,7,12,—,False
220,50.5,0.049,"{2024: np.float64(0.077), 2025: np.float64(-0.217), 2026: np.float64(0.755)}",2,SMMA,close,7,12,MA200,False
406,50.2,-0.099,"{2024: np.float64(-0.058), 2025: np.float64(-0.29), 2026: np.float64(0.358)}",1,SMMA,close,7,13,—,False
227,47.6,-0.182,"{2024: np.float64(-0.053), 2025: np.float64(-0.499), 2026: np.float64(0.456)}",1,SMMA,close,7,13,MA200,False
411,50.6,-0.151,"{2024: np.float64(-0.193), 2025: np.float64(-0.3), 2026: np.float64(0.398)}",1,SMMA,close,7,14,—,False
233,47.2,-0.23,"{2024: np.float64(-0.09), 2025: np.float64(-0.529), 2026: np.float64(0.248)}",1,SMMA,close,7,14,MA200,False
415,48.9,-0.199,"{2024: np.float64(-0.194), 2025: np.float64(-0.388), 2026: np.float64(0.342)}",1,SMMA,close,7,21,—,False
242,43.4,-0.407,"{2024: np.float64(-0.333), 2025: np.float64(-0.652), 2026: np.float64(0.207)}",1,SMMA,close,7,21,MA200,False
348,49.4,-0.143,"{2024: np.float64(-0.199), 2025: np.float64(-0.246), 2026: np.float64(0.392)}",1,SMMA,close,7,34,—,False
228,46.1,-0.374,"{2024: np.float64(-0.409), 2025: np.float64(-0.516), 2026: np.float64(0.311)}",1,SMMA,close,7,34,MA200,False
275,50.2,-0.108,"{2024: np.float64(0.064), 2025: np.float64(-0.302), 2026: np.float64(0.131)}",2,SMMA,close,7,55,—,False
215,48.8,-0.157,"{2024: np.float64(-0.042), 2025: np.float64(-0.311), 2026: np.float64(0.111)}",1,SMMA,close,7,55,MA200,False
227,49.8,-0.152,"{2024: np.float64(0.059), 2025: np.float64(-0.429), 2026: np.float64(0.161)}",2,SMMA,close,7,77,—,False
212,50.0,-0.151,"{2024: np.float64(0.116), 2025: np.float64(-0.457), 2026: np.float64(0.182)}",2,SMMA,close,7,77,MA200,False
206,50.5,-0.176,"{2024: np.float64(-0.108), 2025: np.float64(-0.357), 2026: np.float64(0.136)}",1,SMMA,close,7,89,—,False
204,50.0,-0.205,"{2024: np.float64(-0.173), 2025: np.float64(-0.357), 2026: np.float64(0.14)}",1,SMMA,close,7,89,MA200,False
194,51.5,-0.162,"{2024: np.float64(0.057), 2025: np.float64(-0.196), 2026: np.float64(-0.673)}",1,SMMA,close,7,100,—,False
194,51.5,-0.162,"{2024: np.float64(0.057), 2025: np.float64(-0.196), 2026: np.float64(-0.673)}",1,SMMA,close,7,100,MA200,False
122,52.5,-0.179,"{2024: np.float64(0.004), 2025: np.float64(-0.457), 2026: np.float64(0.378)}",2,SMMA,close,7,200,—,False
112,50.9,-0.306,"{2024: np.float64(-0.225), 2025: np.float64(-0.651), 2026: np.float64(0.93)}",1,SMMA,close,7,200,MA200,False
200,47.5,-0.15,"{2024: np.float64(-0.181), 2025: np.float64(-0.356), 2026: np.float64(0.685)}",1,SMMA,close,12,21,—,False
133,43.6,-0.346,"{2024: np.float64(-0.227), 2025: np.float64(-0.591), 2026: np.float64(0.212)}",1,SMMA,close,12,21,MA200,False
214,51.4,0.048,"{2024: np.float64(0.342), 2025: np.float64(-0.244), 2026: np.float64(0.196)}",2,SMMA,close,12,34,—,False
150,46.7,-0.125,"{2024: np.float64(-0.006), 2025: np.float64(-0.394), 2026: np.float64(0.379)}",1,SMMA,close,12,34,MA200,False
182,44.0,-0.22,"{2024: np.float64(0.006), 2025: np.float64(-0.446), 2026: np.float64(-0.112)}",1,SMMA,close,12,55,—,False
164,43.9,-0.195,"{2024: np.float64(0.009), 2025: np.float64(-0.39), 2026: np.float64(-0.109)}",1,SMMA,close,12,55,MA200,False
160,48.8,-0.262,"{2024: np.float64(0.058), 2025: np.float64(-0.563), 2026: np.float64(-0.188)}",1,SMMA,close,12,77,—,False
157,47.8,-0.304,"{2024: np.float64(-0.04), 2025: np.float64(-0.563), 2026: np.float64(-0.196)}",0,SMMA,close,12,77,MA200,False
160,50.6,-0.143,"{2024: np.float64(0.056), 2025: np.float64(-0.324), 2026: np.float64(-0.199)}",1,SMMA,close,12,89,—,False
160,50.6,-0.143,"{2024: np.float64(0.056), 2025: np.float64(-0.324), 2026: np.float64(-0.199)}",1,SMMA,close,12,89,MA200,False
148,48.0,-0.134,"{2024: np.float64(0.207), 2025: np.float64(-0.359), 2026: np.float64(-0.386)}",1,SMMA,close,12,100,—,False
148,48.0,-0.134,"{2024: np.float64(0.207), 2025: np.float64(-0.359), 2026: np.float64(-0.386)}",1,SMMA,close,12,100,MA200,False
96,45.8,-0.051,"{2024: np.float64(0.584), 2025: np.float64(-0.535), 2026: np.float64(0.197)}",2,SMMA,close,12,200,—,False
88,46.6,-0.136,"{2024: np.float64(0.428), 2025: np.float64(-0.773), 2026: np.float64(0.792)}",2,SMMA,close,12,200,MA200,False
172,46.5,-0.154,"{2024: np.float64(-0.137), 2025: np.float64(-0.36), 2026: np.float64(0.502)}",1,SMMA,close,13,21,—,False
113,42.5,-0.373,"{2024: np.float64(-0.143), 2025: np.float64(-0.735), 2026: np.float64(0.294)}",1,SMMA,close,13,21,MA200,False
196,53.6,0.09,"{2024: np.float64(0.351), 2025: np.float64(-0.107), 2026: np.float64(0.053)}",2,SMMA,close,13,34,—,False
136,49.3,-0.073,"{2024: np.float64(0.041), 2025: np.float64(-0.279), 2026: np.float64(0.246)}",2,SMMA,close,13,34,MA200,False
171,48.0,-0.212,"{2024: np.float64(-0.037), 2025: np.float64(-0.413), 2026: np.float64(-0.097)}",0,SMMA,close,13,55,—,False
155,48.4,-0.145,"{2024: np.float64(0.079), 2025: np.float64(-0.386), 2026: np.float64(-0.016)}",1,SMMA,close,13,55,MA200,False
161,48.4,-0.239,"{2024: np.float64(0.116), 2025: np.float64(-0.583), 2026: np.float64(-0.066)}",1,SMMA,close,13,77,—,False
158,48.1,-0.267,"{2024: np.float64(0.025), 2025: np.float64(-0.566), 2026: np.float64(-0.066)}",1,SMMA,close,13,77,MA200,False
149,50.3,-0.217,"{2024: np.float64(0.151), 2025: np.float64(-0.452), 2026: np.float64(-0.551)}",1,SMMA,close,13,89,—,False
149,50.3,-0.217,"{2024: np.float64(0.151), 2025: np.float64(-0.452), 2026: np.float64(-0.551)}",1,SMMA,close,13,89,MA200,False
137,51.8,-0.176,"{2024: np.float64(0.275), 2025: np.float64(-0.504), 2026: np.float64(-0.404)}",1,SMMA,close,13,100,—,False
137,51.8,-0.176,"{2024: np.float64(0.275), 2025: np.float64(-0.504), 2026: np.float64(-0.404)}",1,SMMA,close,13,100,MA200,False
89,47.2,-0.059,"{2024: np.float64(0.241), 2025: np.float64(-0.31), 2026: np.float64(0.14)}",2,SMMA,close,13,200,—,False
84,47.6,-0.081,"{2024: np.float64(0.241), 2025: np.float64(-0.519), 2026: np.float64(0.651)}",2,SMMA,close,13,200,MA200,False
127,52.0,0.109,"{2024: np.float64(0.219), 2025: np.float64(-0.288), 2026: np.float64(0.974)}",2,SMMA,close,14,21,—,True
87,49.4,-0.059,"{2024: np.float64(0.22), 2025: np.float64(-0.519), 2026: np.float64(0.566)}",2,SMMA,close,14,21,MA200,False
181,53.0,0.017,"{2024: np.float64(0.106), 2025: np.float64(-0.083), 2026: np.float64(0.087)}",2,SMMA,close,14,34,—,False
132,50.8,-0.042,"{2024: np.float64(-0.063), 2025: np.float64(-0.189), 2026: np.float64(0.393)}",1,SMMA,close,14,34,MA200,False
170,50.0,-0.147,"{2024: np.float64(0.11), 2025: np.float64(-0.453), 2026: np.float64(0.014)}",2,SMMA,close,14,55,—,False
159,49.7,-0.121,"{2024: np.float64(0.124), 2025: np.float64(-0.455), 2026: np.float64(0.219)}",2,SMMA,close,14,55,MA200,False
152,45.4,-0.299,"{2024: np.float64(0.028), 2025: np.float64(-0.568), 2026: np.float64(-0.335)}",1,SMMA,close,14,77,—,False
149,46.3,-0.23,"{2024: np.float64(0.028), 2025: np.float64(-0.568), 2026: np.float64(0.088)}",2,SMMA,close,14,77,MA200,False
143,46.9,-0.195,"{2024: np.float64(0.282), 2025: np.float64(-0.461), 2026: np.float64(-0.681)}",1,SMMA,close,14,89,—,False
143,46.9,-0.195,"{2024: np.float64(0.282), 2025: np.float64(-0.461), 2026: np.float64(-0.681)}",1,SMMA,close,14,89,MA200,False
129,48.1,-0.242,"{2024: np.float64(0.169), 2025: np.float64(-0.485), 2026: np.float64(-0.614)}",1,SMMA,close,14,100,—,False
129,48.1,-0.242,"{2024: np.float64(0.169), 2025: np.float64(-0.485), 2026: np.float64(-0.614)}",1,SMMA,close,14,100,MA200,False
87,48.3,-0.098,"{2024: np.float64(0.346), 2025: np.float64(-0.416), 2026: np.float64(0.01)}",2,SMMA,close,14,200,—,False
80,48.8,-0.041,"{2024: np.float64(0.597), 2025: np.float64(-0.628), 2026: np.float64(0.531)}",2,SMMA,close,14,200,MA200,False
78,50.0,-0.029,"{2024: np.float64(0.205), 2025: np.float64(-0.417), 2026: np.float64(0.19)}",2,SMMA,close,21,34,—,False
72,51.4,0.043,"{2024: np.float64(0.235), 2025: np.float64(-0.317), 2026: np.float64(0.327)}",2,SMMA,close,21,34,MA200,False
117,52.1,-0.294,"{2024: np.float64(-0.172), 2025: np.float64(-0.564), 2026: np.float64(0.21)}",1,SMMA,close,21,55,—,False
114,50.9,-0.328,"{2024: np.float64(-0.223), 2025: np.float64(-0.597), 2026: np.float64(0.21)}",1,SMMA,close,21,55,MA200,False
104,45.2,-0.339,"{2024: np.float64(-0.186), 2025: np.float64(-0.452), 2026: np.float64(-0.466)}",0,SMMA,close,21,77,—,False
104,45.2,-0.339,"{2024: np.float64(-0.186), 2025: np.float64(-0.452), 2026: np.float64(-0.466)}",0,SMMA,close,21,77,MA200,False
109,42.2,-0.313,"{2024: np.float64(0.003), 2025: np.float64(-0.55), 2026: np.float64(-0.494)}",1,SMMA,close,21,89,—,False
109,42.2,-0.313,"{2024: np.float64(0.003), 2025: np.float64(-0.55), 2026: np.float64(-0.494)}",1,SMMA,close,21,89,MA200,False
102,48.0,-0.254,"{2024: np.float64(-0.036), 2025: np.float64(-0.449), 2026: np.float64(-0.352)}",0,SMMA,close,21,100,—,False
102,48.0,-0.254,"{2024: np.float64(-0.036), 2025: np.float64(-0.449), 2026: np.float64(-0.352)}",0,SMMA,close,21,100,MA200,False
67,46.3,0.333,"{2024: np.float64(0.774), 2025: np.float64(-0.158), 2026: None}",1,SMMA,close,21,200,—,True
65,46.2,0.242,"{2024: np.float64(0.492), 2025: np.float64(-0.131), 2026: None}",1,SMMA,close,21,200,MA200,True
56,44.6,-0.228,"{2024: np.float64(0.497), 2025: np.float64(-0.766), 2026: None}",1,SMMA,close,34,77,—,False
56,44.6,-0.228,"{2024: np.float64(0.497), 2025: np.float64(-0.766), 2026: None}",1,SMMA,close,34,77,MA200,False
64,45.3,-0.431,"{2024: np.float64(-0.261), 2025: np.float64(-0.667), 2026: None}",0,SMMA,close,34,89,—,False
64,45.3,-0.431,"{2024: np.float64(-0.261), 2025: np.float64(-0.667), 2026: None}",0,SMMA,close,34,89,MA200,False
69,50.7,-0.201,"{2024: np.float64(-0.14), 2025: np.float64(-0.505), 2026: np.float64(0.347)}",1,SMMA,close,34,100,—,False
69,50.7,-0.201,"{2024: np.float64(-0.14), 2025: np.float64(-0.505), 2026: np.float64(0.347)}",1,SMMA,close,34,100,MA200,False
50,50.0,0.19,"{2024: np.float64(0.008), 2025: np.float64(0.218), 2026: None}",2,SMMA,close,34,200,—,True
50,50.0,0.19,"{2024: np.float64(0.008), 2025: np.float64(0.218), 2026: None}",2,SMMA,close,34,200,MA200,True
1329,51.5,-0.005,"{2024: np.float64(-0.066), 2025: np.float64(0.001), 2026: np.float64(0.182)}",2,LWMA,close,7,12,—,False
689,50.5,-0.067,"{2024: np.float64(-0.074), 2025: np.float64(-0.169), 2026: np.float64(0.266)}",1,LWMA,close,7,12,MA200,False
1302,51.5,-0.045,"{2024: np.float64(-0.103), 2025: np.float64(-0.027), 2026: np.float64(0.094)}",1,LWMA,close,7,13,—,False
662,50.5,-0.081,"{2024: np.float64(-0.069), 2025: np.float64(-0.159), 2026: np.float64(0.114)}",1,LWMA,close,7,13,MA200,False
1325,51.1,-0.07,"{2024: np.float64(-0.153), 2025: np.float64(-0.042), 2026: np.float64(0.109)}",1,LWMA,close,7,14,—,False
671,50.8,-0.066,"{2024: np.float64(-0.112), 2025: np.float64(-0.117), 2026: np.float64(0.228)}",1,LWMA,close,7,14,MA200,False
1175,50.6,-0.119,"{2024: np.float64(-0.192), 2025: np.float64(-0.079), 2026: np.float64(-0.017)}",0,LWMA,close,7,21,—,False
589,50.4,-0.093,"{2024: np.float64(-0.136), 2025: np.float64(-0.144), 2026: np.float64(0.173)}",1,LWMA,close,7,21,MA200,False
950,51.5,-0.134,"{2024: np.float64(-0.194), 2025: np.float64(-0.126), 2026: np.float64(0.025)}",1,LWMA,close,7,34,—,False
481,52.8,-0.056,"{2024: np.float64(0.009), 2025: np.float64(-0.155), 2026: np.float64(0.049)}",2,LWMA,close,7,34,MA200,False
760,50.7,-0.179,"{2024: np.float64(-0.149), 2025: np.float64(-0.251), 2026: np.float64(-0.057)}",0,LWMA,close,7,55,—,False
412,50.7,-0.189,"{2024: np.float64(0.027), 2025: np.float64(-0.356), 2026: np.float64(-0.288)}",1,LWMA,close,7,55,MA200,False
607,46.6,-0.226,"{2024: np.float64(-0.244), 2025: np.float64(-0.291), 2026: np.float64(0.035)}",1,LWMA,close,7,77,—,False
340,44.7,-0.28,"{2024: np.float64(-0.187), 2025: np.float64(-0.452), 2026: np.float64(0.027)}",1,LWMA,close,7,77,MA200,False
550,47.3,-0.201,"{2024: np.float64(-0.274), 2025: np.float64(-0.294), 2026: np.float64(0.293)}",1,LWMA,close,7,89,—,False
314,43.3,-0.302,"{2024: np.float64(-0.244), 2025: np.float64(-0.549), 2026: np.float64(0.357)}",1,LWMA,close,7,89,MA200,False
508,46.1,-0.249,"{2024: np.float64(-0.317), 2025: np.float64(-0.306), 2026: np.float64(0.117)}",1,LWMA,close,7,100,—,False
293,42.0,-0.464,"{2024: np.float64(-0.38), 2025: np.float64(-0.595), 2026: np.float64(-0.253)}",0,LWMA,close,7,100,MA200,False
356,48.6,-0.213,"{2024: np.float64(-0.239), 2025: np.float64(-0.283), 2026: np.float64(0.076)}",1,LWMA,close,7,200,—,False
258,49.6,-0.209,"{2024: np.float64(-0.351), 2025: np.float64(-0.275), 2026: np.float64(0.402)}",1,LWMA,close,7,200,MA200,False
59,66.1,1.12,"{2024: np.float64(2.196), 2025: np.float64(0.331), 2026: None}",2,LWMA,close,12,13,—,True
277,62.1,0.565,"{2024: np.float64(0.555), 2025: np.float64(0.543), 2026: np.float64(0.657)}",3,LWMA,close,12,14,—,True
155,62.6,0.525,"{2024: np.float64(0.599), 2025: np.float64(0.226), 2026: np.float64(0.991)}",3,LWMA,close,12,14,MA200,True
790,53.8,0.031,"{2024: np.float64(-0.033), 2025: np.float64(0.094), 2026: np.float64(0.041)}",2,LWMA,close,12,21,—,False
409,52.1,0.01,"{2024: np.float64(-0.044), 2025: np.float64(0.004), 2026: np.float64(0.181)}",2,LWMA,close,12,21,MA200,False
740,51.6,-0.165,"{2024: np.float64(-0.225), 2025: np.float64(-0.163), 2026: np.float64(0.025)}",1,LWMA,close,12,34,—,False
383,52.2,-0.196,"{2024: np.float64(-0.218), 2025: np.float64(-0.167), 2026: np.float64(-0.22)}",0,LWMA,close,12,34,MA200,False
559,48.1,-0.195,"{2024: np.float64(-0.194), 2025: np.float64(-0.242), 2026: np.float64(-0.065)}",0,LWMA,close,12,55,—,False
304,47.7,-0.189,"{2024: np.float64(-0.195), 2025: np.float64(-0.302), 2026: np.float64(0.167)}",1,LWMA,close,12,55,MA200,False
471,47.8,-0.218,"{2024: np.float64(-0.334), 2025: np.float64(-0.27), 2026: np.float64(0.264)}",1,LWMA,close,12,77,—,False
268,45.9,-0.22,"{2024: np.float64(-0.364), 2025: np.float64(-0.373), 2026: np.float64(0.712)}",1,LWMA,close,12,77,MA200,False
417,48.4,-0.193,"{2024: np.float64(-0.239), 2025: np.float64(-0.295), 2026: np.float64(0.326)}",1,LWMA,close,12,89,—,False
239,43.5,-0.388,"{2024: np.float64(-0.308), 2025: np.float64(-0.57), 2026: np.float64(0.069)}",1,LWMA,close,12,89,MA200,False
400,47.0,-0.24,"{2024: np.float64(-0.295), 2025: np.float64(-0.384), 2026: np.float64(0.466)}",1,LWMA,close,12,100,—,False
241,41.5,-0.474,"{2024: np.float64(-0.541), 2025: np.float64(-0.549), 2026: np.float64(0.095)}",1,LWMA,close,12,100,MA200,False
272,50.0,-0.189,"{2024: np.float64(-0.191), 2025: np.float64(-0.266), 2026: np.float64(0.086)}",1,LWMA,close,12,200,—,False
211,50.2,-0.21,"{2024: np.float64(-0.322), 2025: np.float64(-0.226), 2026: np.float64(0.134)}",1,LWMA,close,12,200,MA200,False
40,70.0,1.013,"{2024: np.float64(1.82), 2025: np.float64(0.163), 2026: None}",2,LWMA,close,13,14,—,True
708,54.4,0.065,"{2024: np.float64(0.048), 2025: np.float64(0.075), 2026: np.float64(0.089)}",3,LWMA,close,13,21,—,False
359,53.5,0.024,"{2024: np.float64(0.003), 2025: np.float64(-0.015), 2026: np.float64(0.193)}",2,LWMA,close,13,21,MA200,False
696,52.2,-0.094,"{2024: np.float64(-0.111), 2025: np.float64(-0.115), 2026: np.float64(0.032)}",1,LWMA,close,13,34,—,False
360,52.5,-0.08,"{2024: np.float64(-0.003), 2025: np.float64(-0.16), 2026: np.float64(-0.05)}",0,LWMA,close,13,34,MA200,False
545,48.1,-0.21,"{2024: np.float64(-0.191), 2025: np.float64(-0.284), 2026: np.float64(-0.054)}",0,LWMA,close,13,55,—,False
290,47.2,-0.223,"{2024: np.float64(-0.215), 2025: np.float64(-0.358), 2026: np.float64(0.157)}",1,LWMA,close,13,55,MA200,False
455,47.3,-0.215,"{2024: np.float64(-0.334), 2025: np.float64(-0.249), 2026: np.float64(0.28)}",1,LWMA,close,13,77,—,False
258,45.3,-0.249,"{2024: np.float64(-0.326), 2025: np.float64(-0.361), 2026: np.float64(0.404)}",1,LWMA,close,13,77,MA200,False
412,48.3,-0.222,"{2024: np.float64(-0.284), 2025: np.float64(-0.332), 2026: np.float64(0.314)}",1,LWMA,close,13,89,—,False
240,43.3,-0.41,"{2024: np.float64(-0.347), 2025: np.float64(-0.634), 2026: np.float64(0.211)}",1,LWMA,close,13,89,MA200,False
383,47.5,-0.255,"{2024: np.float64(-0.291), 2025: np.float64(-0.423), 2026: np.float64(0.475)}",1,LWMA,close,13,100,—,False
232,44.0,-0.467,"{2024: np.float64(-0.452), 2025: np.float64(-0.615), 2026: np.float64(0.156)}",1,LWMA,close,13,100,MA200,False
262,51.1,-0.169,"{2024: np.float64(-0.09), 2025: np.float64(-0.331), 2026: np.float64(0.163)}",1,LWMA,close,13,200,—,False
204,51.0,-0.15,"{2024: np.float64(-0.205), 2025: np.float64(-0.223), 2026: np.float64(0.227)}",1,LWMA,close,13,200,MA200,False
609,55.0,0.108,"{2024: np.float64(0.133), 2025: np.float64(0.08), 2026: np.float64(0.111)}",3,LWMA,close,14,21,—,True
319,55.2,0.124,"{2024: np.float64(0.219), 2025: np.float64(-0.036), 2026: np.float64(0.341)}",2,LWMA,close,14,21,MA200,True
665,51.7,-0.123,"{2024: np.float64(-0.128), 2025: np.float64(-0.147), 2026: np.float64(-0.024)}",0,LWMA,close,14,34,—,False
346,52.0,-0.079,"{2024: np.float64(0.031), 2025: np.float64(-0.154), 2026: np.float64(-0.186)}",1,LWMA,close,14,34,MA200,False
519,47.4,-0.2,"{2024: np.float64(-0.129), 2025: np.float64(-0.344), 2026: np.float64(0.031)}",1,LWMA,close,14,55,—,False
280,44.6,-0.255,"{2024: np.float64(-0.156), 2025: np.float64(-0.491), 2026: np.float64(0.205)}",1,LWMA,close,14,55,MA200,False
435,47.4,-0.204,"{2024: np.float64(-0.292), 2025: np.float64(-0.258), 2026: np.float64(0.227)}",1,LWMA,close,14,77,—,False
252,45.2,-0.283,"{2024: np.float64(-0.362), 2025: np.float64(-0.377), 2026: np.float64(0.272)}",1,LWMA,close,14,77,MA200,False
397,47.4,-0.253,"{2024: np.float64(-0.3), 2025: np.float64(-0.393), 2026: np.float64(0.367)}",1,LWMA,close,14,89,—,False
232,40.9,-0.536,"{2024: np.float64(-0.568), 2025: np.float64(-0.703), 2026: np.float64(0.224)}",1,LWMA,close,14,89,MA200,False
383,48.0,-0.259,"{2024: np.float64(-0.337), 2025: np.float64(-0.421), 2026: np.float64(0.552)}",1,LWMA,close,14,100,—,False
235,45.1,-0.458,"{2024: np.float64(-0.504), 2025: np.float64(-0.607), 2026: np.float64(0.361)}",1,LWMA,close,14,100,MA200,False
260,50.0,-0.196,"{2024: np.float64(-0.034), 2025: np.float64(-0.399), 2026: np.float64(0.078)}",1,LWMA,close,14,200,—,False
207,48.8,-0.199,"{2024: np.float64(-0.132), 2025: np.float64(-0.368), 2026: np.float64(0.166)}",1,LWMA,close,14,200,MA200,False
447,50.8,-0.088,"{2024: np.float64(-0.011), 2025: np.float64(-0.283), 2026: np.float64(0.256)}",1,LWMA,close,21,34,—,False
245,51.8,-0.11,"{2024: np.float64(0.11), 2025: np.float64(-0.497), 2026: np.float64(0.332)}",2,LWMA,close,21,34,MA200,False
395,47.1,-0.336,"{2024: np.float64(-0.236), 2025: np.float64(-0.559), 2026: np.float64(0.078)}",1,LWMA,close,21,55,—,False
234,45.3,-0.48,"{2024: np.float64(-0.365), 2025: np.float64(-0.765), 2026: np.float64(0.202)}",1,LWMA,close,21,55,MA200,False
337,49.6,-0.143,"{2024: np.float64(-0.052), 2025: np.float64(-0.449), 2026: np.float64(0.653)}",1,LWMA,close,21,77,—,False
195,45.1,-0.321,"{2024: np.float64(-0.161), 2025: np.float64(-0.709), 2026: np.float64(0.831)}",1,LWMA,close,21,77,MA200,False
332,48.8,-0.206,"{2024: np.float64(-0.244), 2025: np.float64(-0.451), 2026: np.float64(0.951)}",1,LWMA,close,21,89,—,False
201,44.8,-0.333,"{2024: np.float64(-0.347), 2025: np.float64(-0.64), 2026: np.float64(1.301)}",1,LWMA,close,21,89,MA200,False
315,47.6,-0.275,"{2024: np.float64(-0.299), 2025: np.float64(-0.542), 2026: np.float64(0.964)}",1,LWMA,close,21,100,—,False
197,46.7,-0.363,"{2024: np.float64(-0.292), 2025: np.float64(-0.764), 2026: np.float64(1.271)}",1,LWMA,close,21,100,MA200,False
216,47.7,-0.19,"{2024: np.float64(0.008), 2025: np.float64(-0.355), 2026: np.float64(-0.172)}",1,LWMA,close,21,200,—,False
178,46.6,-0.229,"{2024: np.float64(-0.085), 2025: np.float64(-0.38), 2026: np.float64(-0.137)}",0,LWMA,close,21,200,MA200,False
231,50.2,-0.106,"{2024: np.float64(0.038), 2025: np.float64(-0.512), 2026: np.float64(0.629)}",2,LWMA,close,34,55,—,False
157,50.3,-0.184,"{2024: np.float64(0.039), 2025: np.float64(-0.568), 2026: np.float64(0.445)}",2,LWMA,close,34,55,MA200,False
243,48.1,-0.242,"{2024: np.float64(-0.372), 2025: np.float64(-0.44), 2026: np.float64(0.93)}",1,LWMA,close,34,77,—,False
155,46.5,-0.177,"{2024: np.float64(-0.117), 2025: np.float64(-0.544), 2026: np.float64(1.122)}",1,LWMA,close,34,77,MA200,False
230,53.9,0.043,"{2024: np.float64(-0.024), 2025: np.float64(-0.265), 2026: np.float64(1.178)}",1,LWMA,close,34,89,—,False
146,52.1,-0.025,"{2024: np.float64(-0.1), 2025: np.float64(-0.443), 2026: np.float64(1.685)}",1,LWMA,close,34,89,MA200,False
220,52.7,0.069,"{2024: np.float64(0.086), 2025: np.float64(-0.222), 2026: np.float64(1.044)}",2,LWMA,close,34,100,—,False
142,51.4,0.038,"{2024: np.float64(0.001), 2025: np.float64(-0.303), 2026: np.float64(1.389)}",2,LWMA,close,34,100,MA200,False
169,50.3,-0.126,"{2024: np.float64(0.255), 2025: np.float64(-0.437), 2026: np.float64(-0.114)}",1,LWMA,close,34,200,—,False
149,49.7,-0.108,"{2024: np.float64(0.375), 2025: np.float64(-0.493), 2026: np.float64(-0.094)}",1,LWMA,close,34,200,MA200,False
74,59.5,0.451,"{2024: np.float64(0.314), 2025: np.float64(0.372), 2026: np.float64(0.935)}",3,LWMA,close,55,77,—,True
51,56.9,0.29,"{2024: np.float64(0.171), 2025: np.float64(-0.008), 2026: np.float64(0.952)}",2,LWMA,close,55,77,MA200,True
114,56.1,0.038,"{2024: np.float64(0.059), 2025: np.float64(-0.322), 2026: np.float64(0.819)}",2,LWMA,close,55,89,—,False
82,54.9,-0.04,"{2024: np.float64(0.122), 2025: np.float64(-0.483), 2026: np.float64(0.547)}",2,LWMA,close,55,89,MA200,False
124,50.0,-0.114,"{2024: np.float64(-0.107), 2025: np.float64(-0.302), 2026: np.float64(0.286)}",1,LWMA,close,55,100,—,False
86,52.3,-0.114,"{2024: np.float64(-0.024), 2025: np.float64(-0.514), 2026: np.float64(0.702)}",1,LWMA,close,55,100,MA200,False
131,45.8,-0.416,"{2024: np.float64(-0.202), 2025: np.float64(-0.444), 2026: np.float64(-0.803)}",0,LWMA,close,55,200,—,False
120,45.0,-0.466,"{2024: np.float64(-0.253), 2025: np.float64(-0.514), 2026: np.float64(-0.824)}",0,LWMA,close,55,200,MA200,False
94,48.9,-0.123,"{2024: np.float64(0.265), 2025: np.float64(-0.503), 2026: np.float64(-0.285)}",1,LWMA,close,77,200,—,False
89,47.2,-0.159,"{2024: np.float64(0.225), 2025: np.float64(-0.52), 2026: np.float64(-0.316)}",1,LWMA,close,77,200,MA200,False
77,48.1,0.022,"{2024: np.float64(0.282), 2025: np.float64(-0.026), 2026: np.float64(-0.57)}",1,LWMA,close,89,200,—,False
74,47.3,-0.011,"{2024: np.float64(0.282), 2025: np.float64(-0.187), 2026: np.float64(-0.466)}",1,LWMA,close,89,200,MA200,False
